Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
325,ITRI,"Itron, Inc.",120.88,37.06,30.12,-0.04,-9.81,26.81,36.91,33.37,18.0,13.89,32.6,31.92,48.26,,7.09,60.26,,93.08,84.6,,171.04,-18.14,577,-0.17,5.1,"2,310",1.05,6.94
308,BHR,Braemar Hotels & Resorts,2.76,73.56,64.7,-0.03,6.69,45.53,66.69,54.26,98.0,95.33,58.64,55.63,77.57,-16.12,,,,,,,,-12.87,374,31.23,-45.95,"3,562",1.45,34.87
307,HLIT,Harmonic Inc.,9.6,37.75,41.27,0.4,-7.34,39.98,61.8,49.07,4.0,13.19,43.61,49.57,46.35,,5.07,,,,,,,-5.08,487,0.0,5.87,"3,592",4.3,8.65
6,F,Ford Motor Company,11.72,21.86,29.57,-4.99,-10.84,29.57,37.9,34.9,0.0,1.16,32.47,32.1,52.58,-0.77,,106.1,243.54,,30.94,0.19,,-23.0,"119,621",16.65,42.72,"3,555,559",0.69,-0.58
329,MGPI,"MGP Ingredients, Inc.",29.31,37.58,40.16,0.27,-0.54,37.06,62.22,44.79,48.67,30.02,39.1,49.19,64.34,,-7.11,43.07,,,,,,-24.18,173,10.19,-1.7,"2,207",-0.99,-0.76
67,SEDG,"SolarEdge Technologies, Inc.",31.53,90.12,133.61,0.45,-1.14,100.1,136.31,116.72,84.0,90.56,117.33,115.35,167.42,,-25.48,101.86,,34.43,100.75,,32.98,-33.82,"16,931",-11.95,59.7,"356,553",2.13,-0.49
315,MTSI,"MACOM Technology Solutions Holdings, Inc.",131.05,44.21,48.21,0.25,-5.99,47.32,63.8,55.58,6.0,8.71,52.29,51.1,39.48,,-1.8,40.31,,-14.03,39.41,,-15.97,8.73,689,-19.51,9.19,"3,006",-0.1,92.69
264,JAZZ,Jazz Pharmaceuticals plc,129.66,32.8,38.12,-0.82,-9.37,26.47,43.77,36.76,46.67,58.6,36.2,34.76,74.11,,,71.53,,,,,,-35.99,630,-10.89,-23.26,"11,455",0.55,1.78
207,PD,"PagerDuty, Inc.",16.12,47.91,49.42,0.88,-5.14,30.27,57.32,46.43,52.67,63.05,47.55,44.66,61.2,5.42,,59.34,-2.21,,59.34,,,-11.78,"4,203",53.84,145.22,"32,551",0.52,0.6
118,DUK,Duke Energy Corporation,121.89,14.36,16.39,0.31,-11.06,16.39,21.33,19.19,0.0,0.31,18.06,17.97,15.34,2.73,-35.74,14.09,,,14.09,-29.46,,1.05,"13,323",0.58,-32.94,"135,311",0.32,5.59
93,ABR,"Arbor Realty Trust, Inc.",11.68,29.07,39.19,-0.25,-4.88,20.35,46.85,37.59,44.0,58.42,38.28,34.56,43.25,6.84,,54.57,-7.07,,,,,-4.06,"16,591",21.72,37.05,"222,591",0.36,-0.86
336,AMPH,"Amphastar Pharmaceuticals, Inc.",30.81,62.56,47.62,-1.07,-3.64,34.92,49.72,40.8,90.67,98.39,44.17,43.0,68.29,,-5.88,81.88,,,,,,-20.67,194,7.78,9.6,"1,441",3.22,3.0
290,GKOS,Glaukos Corporation,93.95,39.03,46.38,-0.5,-10.96,34.44,68.33,58.01,12.0,13.04,55.84,50.98,61.18,0.31,,49.66,,,49.66,-16.76,,-14.8,995,-7.18,-42.59,"5,360",1.42,47.78
144,DDD,3D Systems Corporation,2.18,110.89,107.4,0.25,2.85,90.17,111.2,101.06,88.0,91.25,103.81,100.94,111.64,-1.48,4.03,93.75,-25.6,-27.63,93.75,,,-4.24,"2,699",8.35,-78.94,"84,765",0.37,10.22
216,NVCR,NovoCure Limited,12.19,91.21,69.81,-0.92,-1.5,53.74,90.05,72.86,40.0,41.25,62.84,76.85,68.28,,,62.96,,,62.96,,,1.53,"1,978",-16.33,-5.85,"28,989",0.35,2.36
197,ORA,"Ormat Technologies, Inc.",90.97,22.53,24.21,-1.16,-3.79,23.36,30.28,27.0,6.0,10.58,27.53,25.78,44.53,35.26,66.12,44.75,,,,,,-20.32,"2,884",-14.55,47.82,"35,888",8.48,18.13
122,GPN,Global Payments Inc.,86.99,41.5,52.04,0.02,-5.79,26.14,55.55,43.59,72.67,77.25,44.55,41.31,45.82,13.83,,39.88,7.48,,39.88,,,6.22,"3,811",-31.93,19.69,"112,020",1.58,2.35
9,MSTR,MicroStrategy Incorporated,341.62,54.46,64.63,-3.7,-8.56,64.63,114.09,95.68,0.67,0.85,83.25,90.45,104.97,,-25.95,165.0,,96.41,,,,-40.34,"443,884",-24.05,128.33,"2,739,739",12.66,-3.55
324,MKSI,"MKS Instruments, Inc.",101.95,48.36,64.9,-1.04,-15.05,42.87,79.69,66.6,34.0,45.42,64.87,60.74,43.68,,-43.43,34.18,,,,,,21.22,433,6.65,0.46,"2,372",17.25,18.72
156,GES,"Guess?, Inc.",16.88,75.99,74.01,-2.91,-10.57,37.33,89.79,73.59,33.33,50.85,76.24,67.42,60.93,-65.11,2.11,20.37,,,,,,13.08,"3,481",-0.51,5.52,"73,852",-0.02,0.68
22,NKE,"NIKE, Inc.",74.29,27.03,43.91,0.36,-13.66,25.53,53.55,42.19,34.67,56.79,43.41,39.33,37.76,6.12,-7.95,46.36,44.29,14.71,,,,6.15,"98,608",-46.18,358.94,"1,411,607",-1.25,-2.17
51,FUBO,fuboTV Inc.,3.78,72.99,72.35,0.89,-0.97,70.52,218.9,157.39,4.0,11.18,168.48,147.09,90.42,-11.05,,107.23,32.45,,,,,-18.07,"59,714",15.52,507.59,"561,744",4.11,-0.23
339,INN,"Summit Hotel Properties, Inc.",5.4,45.07,48.98,-0.95,-18.22,27.63,60.2,47.55,33.33,54.66,48.77,44.63,42.8,-12.69,2.32,45.85,,,45.85,-4.94,7.83,6.18,279,0.0,2.2,"1,223",0.33,-0.65
168,WB,Weibo Corporation,11.27,46.99,39.04,-2.41,-6.81,38.43,57.77,45.98,3.33,7.8,42.26,48.47,96.62,,-13.41,,,,,,,-57.58,"1,328",14.98,37.33,"60,097",0.37,-1.1
5,AMZN,"Amazon.com, Inc.",225.34,33.9,36.15,0.01,-9.51,26.49,41.26,36.17,33.33,49.86,35.33,33.69,26.79,,-69.65,19.56,,-61.58,,,,9.37,"416,669",45.09,138.82,"3,647,821",2.25,-2.84
229,TWO,Two Harbors Investment Corp.,9.89,28.61,31.44,0.42,-7.77,21.12,34.28,29.1,52.67,70.93,29.77,27.43,42.56,-37.82,-15.41,48.97,,,,,,-11.12,"1,023",2.1,9.29,"20,797",0.35,11.72
346,PEB,Peabody Energy Corporation,11.01,39.31,51.72,0.1,-10.86,32.71,59.19,49.65,34.0,57.92,49.07,45.49,54.73,-15.03,-7.92,48.31,,,48.31,,,-3.01,83,0.0,29.69,960,50.71,51.18
252,EZPW,"EZCORP, Inc.",16.65,37.53,30.89,0.12,-2.72,22.46,34.13,29.25,60.67,70.89,30.69,29.32,34.77,,,41.56,,,,,,-3.88,"1,882",6.45,30.42,"13,454",0.68,-0.14
73,EQT,EQT Corporation,52.38,30.99,36.79,0.58,-12.28,36.76,45.61,42.14,1.33,1.89,41.22,39.08,36.51,3.9,,36.51,,,36.51,,,0.28,"16,385",-23.72,-22.3,"340,580",3.71,1.43
204,FRPT,"FarPointe Data, Inc.",54.68,54.93,51.21,-1.61,-2.78,29.95,65.14,55.4,26.67,32.63,56.19,50.77,62.67,,9.64,62.4,,5.18,63.16,,,-11.47,"7,028",50.07,133.49,"33,384",3.88,5.75
61,KHC,Kraft Heinz Company (The),26.02,33.35,27.08,9.0,3.68,18.74,28.16,25.35,70.67,75.5,27.07,24.61,47.66,,24.47,31.35,,-23.46,,,,-20.58,"68,278",200.15,692.27,"414,874",1.92,-1.28
275,VSH,"Vishay Intertechnology, Inc.",14.85,61.48,65.67,-1.7,-15.74,35.21,78.38,62.62,33.33,57.76,63.47,57.43,45.18,-23.17,-2.82,48.36,,,48.36,-10.4,6.89,20.49,596,2.41,58.93,"8,624",1.24,2.7
302,PAR,PAR Technology Corporation,49.26,76.25,54.28,0.46,-3.72,39.2,56.66,47.45,89.33,93.79,51.22,48.34,54.52,-42.7,,53.55,,,53.55,,,-0.23,665,0.0,12.14,"4,174",-0.52,1.93
356,CDP,"CPI Aerostructures, Inc.",29.05,16.86,19.35,-1.21,-9.47,19.13,23.81,21.81,1.33,2.35,20.91,20.03,40.01,-45.18,18.35,13.68,,,13.68,,-38.34,-20.66,163,48.18,46.85,420,0.0,0.0
94,PENN,"Penn Entertainment, Inc.",19.97,31.2,51.96,0.32,-7.33,41.73,61.93,54.87,33.33,34.14,52.74,49.96,67.76,,38.17,47.25,,,,,,-15.8,"11,005",11.73,-39.05,"221,603",0.04,-2.35
238,EB,"Eventbrite, Inc.",2.69,69.49,56.54,-0.28,-1.71,48.12,65.27,59.97,26.0,25.67,60.3,57.69,55.31,-3.8,,52.88,,,52.88,-17.04,,1.24,187,5.06,-11.37,"18,404",0.01,0.02
345,OMCL,"Omnicell, Inc.",32.1,29.32,46.07,-0.09,-2.22,38.75,62.88,50.83,18.0,25.12,43.18,50.96,46.05,,6.81,47.07,,-0.81,41.58,,-12.39,0.03,166,3.11,11.41,"1,003",0.6,2.35
361,NSIT,"Insight Enterprises, Inc.",127.43,67.24,44.51,0.35,-3.55,26.55,46.38,34.78,84.67,97.74,38.85,39.02,70.58,,-9.34,102.25,,62.41,42.77,,,-26.07,677,1834.29,1834.29,106,0.0,2.91
335,LCII,LCI Industries,103.35,34.57,35.95,-3.18,-12.16,32.16,41.85,38.0,32.67,29.03,37.45,36.0,46.92,-25.18,41.74,,,,,,,-10.97,495,0.81,14.58,"1,459",0.9,9.29
33,IQ,"iQIYI, Inc.",2.68,61.6,53.47,-6.62,-12.88,53.47,76.1,68.18,0.0,0.44,63.2,66.54,155.5,,144.75,224.06,,,,,,-102.02,"22,364",-44.9,58.26,"864,595",2.32,0.73
172,HOUS,Anywhere Real Estate Inc.,5.92,72.7,65.01,-0.72,-2.37,59.48,67.86,64.3,60.0,63.23,65.56,63.58,71.69,18.55,,69.33,,,69.67,,,-6.68,"1,348",-1.53,-74.05,"57,776",-0.98,1.51
235,WT,"WisdomTree, Inc.",13.51,31.85,33.86,0.49,-10.8,27.2,39.08,34.28,34.0,46.02,34.01,32.59,37.55,-26.62,-29.87,35.85,,,35.85,6.08,,-3.69,303,3.41,-65.17,"18,557",-0.04,0.04
142,MNKD,MannKind Corporation,5.74,92.38,63.96,20.71,26.65,32.89,63.96,38.16,100.0,100.0,53.86,48.23,88.57,,,78.35,,,,,,-24.61,"8,640",-11.49,-18.45,"86,402",0.88,27.12
338,NMFC,New Mountain Finance Corporation,10.54,13.93,23.59,-0.59,-17.41,13.87,29.08,23.81,34.0,48.65,23.18,20.98,47.44,,,28.94,,,28.94,,,-23.84,512,-1.16,6.22,"1,337",0.22,0.22
256,BKD,Brookdale Senior Living Inc.,7.71,38.43,43.24,-4.56,-8.84,40.71,50.47,46.84,16.0,9.91,44.15,44.17,56.59,3.57,-20.35,,,,,,,-13.35,"1,998",-4.54,173.32,"12,655",6.6,29.49
288,MMYT,MakeMyTrip Limited,95.64,34.92,46.81,0.47,-6.55,46.81,58.74,53.6,0.0,0.4,49.45,51.84,61.99,,,100.19,,,,,,-15.18,552,37.66,42.64,"5,559",0.47,1.07
203,DAY,"Dayforce, Inc.",69.5,73.8,54.92,-0.19,-4.59,28.84,57.91,41.52,92.67,97.2,48.11,43.97,36.26,-70.8,9.98,63.86,,,,,,18.66,"2,588",9.06,19.87,"33,398",-0.13,0.07
60,GEO,"GEO Group, Inc. (The)",20.98,54.51,49.68,-0.08,-2.57,48.1,80.08,60.28,1.33,17.54,50.85,61.95,69.56,-4.28,,54.38,,,54.38,-7.49,,-19.88,"20,078",10.57,45.74,"419,402",1.91,-0.39
50,BE,Bloom Energy Corporation,51.35,82.5,75.66,0.76,-5.49,69.09,118.39,92.82,10.67,14.38,82.98,92.76,98.19,5.79,-16.32,108.62,21.54,14.31,,,,-22.52,"74,842",9.06,87.8,"574,389",3.83,4.82
145,GOSS,"Gossamer Bio, Inc.",2.59,86.85,86.93,0.26,-4.36,70.39,102.45,88.1,32.0,44.0,91.99,82.8,134.64,,,80.99,,,,,,-47.72,"1,499",100.4,48.86,"82,528",0.17,3.53
109,MMM,3M Company,154.27,25.07,31.33,0.42,-12.88,21.74,37.16,31.76,34.0,47.16,31.11,28.87,26.76,-35.49,-22.2,28.93,-60.02,-46.53,26.74,-10.29,,4.56,"14,327",-19.98,-6.16,"160,227",1.29,0.11
304,EGHT,"8x8, Inc.",1.97,68.39,61.77,-1.38,-6.15,59.54,69.81,64.96,14.0,9.51,64.73,63.28,58.77,,-44.04,61.08,,-57.07,61.08,,,3.01,168,-22.22,-46.15,"3,875",0.18,0.23
8,AAL,"American Airlines Group, Inc.",13.39,57.07,64.04,-1.06,-4.63,43.43,68.46,58.66,64.67,72.51,57.85,54.99,57.13,,,46.16,,,47.63,,,6.91,"137,759",183.12,61.97,"3,080,498",0.21,-1.01
54,ENPH,"Enphase Energy, Inc.",36.98,73.9,91.62,-1.43,-2.01,55.51,94.48,74.91,84.0,90.45,77.57,75.72,76.17,,-25.1,74.46,,2.98,71.77,,,15.45,"30,981",-13.0,42.31,"495,302",2.66,-4.47
222,WELL,Welltower Inc.,167.74,19.34,19.82,-0.56,-13.38,19.82,25.86,23.67,0.0,0.34,22.48,21.97,29.43,-5.26,19.31,23.19,,,23.19,-10.82,6.48,-9.61,"1,689",22.66,19.62,"24,471",0.6,1.08
209,CNP,"CenterPoint Energy, Inc.",37.94,17.39,16.56,0.63,-6.01,16.54,19.67,18.53,1.33,0.13,17.57,17.92,23.29,-57.05,,24.18,-38.05,,21.62,-44.6,,-6.73,"1,299",-34.49,41.5,"32,166",1.87,2.3
219,TTEK,"Tetra Tech, Inc.",36.42,20.78,28.27,0.36,-3.8,28.27,37.53,33.83,0.0,2.49,29.66,31.84,32.1,,3.82,36.6,,,,,,-3.84,"2,690",-4.1,-5.35,"26,290",-0.03,0.14
362,CSGS,"CSG Systems International, Inc.",64.53,22.48,26.65,-0.57,-3.71,24.44,29.75,27.82,8.0,12.79,26.56,26.51,30.02,,,29.73,,,29.73,,,-3.37,23,0.0,0.0,75,-2.6,-2.6
104,KOS,Kosmos Energy Ltd.,1.82,62.57,81.93,-0.65,-14.8,63.83,98.14,85.71,32.0,38.52,86.36,78.57,97.84,-6.55,-3.81,,,,,,,-15.91,"4,777",200.25,78.31,"181,971",0.01,0.17
258,CYBR,CyberArk Software Ltd.,453.17,46.32,40.02,-0.03,-5.63,28.81,46.63,40.53,32.0,45.97,41.22,38.29,39.86,,-8.94,33.85,,-60.18,,,,0.16,"1,735",-9.11,5.02,"11,907",-0.43,-0.63
320,MIRM,"Mirum Pharmaceuticals, Inc.",74.34,48.86,42.23,-1.11,-3.3,36.48,43.97,40.15,76.0,85.96,41.2,40.39,59.69,,40.24,52.82,,,,,,-17.46,381,-20.62,-4.27,"2,778",4.04,15.46
231,IMCR,Immunocore Holdings plc,32.26,21.03,42.29,-2.95,-6.4,37.32,51.36,44.83,32.67,28.58,43.57,42.12,55.44,,5.42,54.89,,,54.89,,0.6,-13.15,997,-0.1,-19.6,"20,190",0.24,0.3
220,NEO,NeoGames S.A.,8.81,100.09,98.03,-0.22,5.02,62.0,107.12,87.97,80.67,76.17,92.79,81.61,62.12,,-28.34,61.91,,-6.28,,,,35.91,"4,311",-44.28,25.36,"25,749",17.74,25.81
99,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",10.38,45.71,52.99,-0.23,-3.44,47.56,73.33,64.84,8.0,8.3,61.75,60.15,50.9,-23.5,-51.45,,,,,,,2.09,"1,929",11.57,99.48,"199,350",0.16,0.27
284,SPB,"Spectrum Brands, Inc.",54.87,44.09,40.55,0.74,-5.2,21.31,42.99,33.67,89.33,85.76,36.38,33.19,38.94,-8.29,2.05,,,,,,,1.61,777,0.52,-11.4,"6,715",0.01,0.81
190,ATEC,"Alphatec Holdings, Inc.",15.68,82.34,57.84,-0.92,-1.32,46.14,78.55,60.23,57.33,41.26,56.16,66.82,52.74,,-11.48,,,,,,,5.1,"2,972",-40.41,159.11,"40,558",10.84,10.91
282,BL,"BlackLine, Inc.",53.95,31.7,33.27,0.34,-6.95,28.93,48.0,41.31,7.33,8.82,39.96,36.81,62.9,,,92.24,,,52.27,,,-29.63,"1,583",45.1,46.17,"7,149",-0.76,-0.63
265,SKIN,The Beauty Health Company,2.0,100.49,128.76,0.66,-2.61,69.0,136.67,105.94,72.0,81.37,112.29,106.4,118.66,,-6.82,147.33,,-8.54,,,,10.09,165,-31.25,-39.34,"11,013",0.02,0.16
332,CTO,"CTO Realty Growth, Inc.",17.01,25.92,23.15,-1.0,-9.18,18.67,29.46,24.29,27.33,30.41,24.64,26.63,26.56,-21.99,16.28,30.39,-3.87,46.92,30.39,-3.87,46.92,-3.4,122,-27.38,-17.57,"2,015",-0.05,0.7
74,SE,Sea Limited,178.78,57.77,49.7,1.09,-11.09,33.57,56.49,48.67,34.0,55.51,50.58,46.85,50.66,21.62,-13.37,55.9,29.96,7.98,44.39,5.52,,-0.95,"17,967",75.15,17.23,"334,504",0.45,-2.35
116,NTNX,"Nutanix, Inc.",67.12,34.94,40.15,0.44,-10.5,36.86,55.12,47.28,18.67,10.83,44.75,46.19,45.43,,-21.62,46.34,,,,,,-5.28,"5,422",-42.54,-18.13,"143,735",-1.06,25.64
213,RWT,"Redwood Trust, Inc.",5.98,38.02,36.53,0.73,-9.98,23.93,40.79,33.46,40.0,68.93,34.68,31.85,32.29,11.73,,50.16,,,,,,4.24,647,16.79,-27.87,"29,896",-0.44,-0.26
55,MP,MP Materials Corp.,67.31,51.27,107.89,-0.11,-0.77,59.08,111.58,81.79,77.33,92.47,91.65,83.27,76.75,2.79,-11.36,71.96,-5.15,-4.42,74.42,-1.91,-1.16,31.14,"57,787",84.01,134.26,"494,340",-9.74,-14.99
183,PRGS,Progress Software Corporation,44.64,34.18,35.9,0.79,0.89,27.79,40.36,34.72,46.0,61.98,36.67,34.75,45.68,,3.23,46.59,,,,,,-9.77,"1,955",8.67,7.89,"43,172",0.51,1.23
287,PRO,"PROS Holdings, Inc.",15.28,46.3,51.74,0.5,-7.91,47.14,56.91,52.29,53.33,42.63,49.93,51.99,52.67,-0.75,0.86,52.07,-3.03,2.21,51.56,0.12,,-0.93,"2,997",0.0,5.45,"5,645",-0.95,-0.88
7,LCID,"Lucid Group, Inc.",17.66,65.95,80.78,2.49,1.52,69.12,84.22,75.88,82.67,89.44,79.1,76.75,327.67,,,500.0,,,,,,-246.89,"95,998",0.0,126.32,"3,137,401",0.01,-1.89
37,AG,First Majestic Silver Corp.,9.61,37.39,59.24,0.55,-7.16,56.24,72.17,64.23,22.0,12.83,62.05,61.95,69.42,10.99,-14.89,61.87,,,,,,-10.19,"106,967",128.42,447.76,"771,446",2.26,2.55
310,QTWO,"Q2 Holdings, Inc.",76.73,43.62,43.66,0.95,-6.55,38.51,49.99,44.93,30.67,35.28,43.65,42.14,38.68,18.18,-20.39,41.43,42.74,-54.79,41.43,42.74,,4.98,868,69.2,95.5,"3,404",1.31,1.25
128,FSLY,"Fastly, Inc.",7.45,62.81,68.57,0.44,-6.99,66.9,86.55,77.12,8.67,4.81,70.92,71.24,65.84,4.2,-2.46,80.44,,,,,,2.73,"2,359",-15.51,-16.35,"105,445",0.2,-1.93
254,XERS,"Xeris Biopharma Holdings, Inc.",7.92,62.3,61.65,-1.17,-5.46,41.2,67.43,56.65,54.67,71.94,58.86,55.28,106.6,,46.8,,,,,,,-44.95,"1,286",25.59,61.96,"13,026",-0.53,1.73
80,BB,BlackBerry Limited,3.78,31.57,45.67,-0.03,-4.71,45.67,80.12,65.72,0.0,1.54,63.43,59.06,82.13,8.25,,63.61,,,,,,-36.46,"11,769",-5.33,14.45,"303,312",2.1,2.47
347,CNMD,CONMED Corporation,53.55,40.67,48.48,-1.7,-2.93,34.37,51.3,44.57,56.0,74.95,44.04,42.59,50.54,-54.6,-7.69,38.77,-70.88,-19.93,,,,-2.06,172,20.28,20.28,925,-0.32,-0.32
115,TRIP,"TripAdvisor, Inc.",16.72,52.19,62.1,0.26,-6.66,44.08,66.93,57.42,64.0,72.82,58.76,54.18,49.89,,,45.86,,,47.07,,,12.21,"6,568",47.36,95.24,"144,318",1.0,0.75
141,DBRG,"DigitalBridge Group, Inc.",11.24,30.33,54.0,-0.7,-12.82,43.84,71.25,59.59,33.33,26.16,56.23,54.56,44.81,-14.78,-11.88,45.86,,,,,,9.19,"1,727",-2.1,19.68,"87,780",-0.04,0.18
39,SLB,Schlumberger Limited,35.9,29.19,39.44,-0.06,-13.81,28.59,46.01,39.61,34.0,49.03,39.07,36.51,47.19,2.42,30.69,47.18,-52.01,43.85,,,,-7.74,"94,354",220.56,920.59,"745,821",1.73,-1.39
330,PCRX,"Pacira BioSciences, Inc.",27.22,37.69,38.1,-12.43,-13.9,38.1,55.41,47.45,0.67,0.18,43.56,44.7,51.6,,3.36,50.66,,4.33,48.75,,0.4,-13.5,662,0.76,30.83,"2,194",-0.81,0.97
120,RCL,Royal Caribbean Cruises Ltd.,354.08,35.51,42.48,1.25,-10.18,34.35,56.19,48.13,25.33,21.87,46.58,42.65,51.16,39.96,-25.33,50.39,,,,,,-8.68,"10,691",9.08,2.96,"114,066",1.81,-0.76
103,NET,"Cloudflare, Inc.",208.05,37.74,45.78,0.4,-10.72,43.37,65.25,56.89,6.0,3.59,53.64,50.84,68.73,25.31,25.51,61.39,2.93,8.82,,,,-22.95,"13,158",2.27,56.09,"184,344",0.41,2.88
186,BURL,"Burlington Stores, Inc.",289.46,30.19,40.85,-0.47,-3.69,27.0,51.23,42.51,34.0,41.73,42.05,38.62,36.43,-63.74,-44.63,31.78,,,31.78,449.48,-24.83,4.42,"5,735",-42.93,-32.5,"42,244",8.57,11.68
83,MDB,"MongoDB, Inc.",318.29,108.76,73.6,0.43,31.31,53.22,81.13,68.91,46.0,68.34,74.23,71.61,59.4,,-48.77,55.11,,-37.21,,,,14.2,"55,402",-12.13,-54.82,"290,450",5.64,1.51
319,GVA,Granite Construction Incorporated,106.57,32.31,26.66,0.89,-4.29,23.47,31.17,27.96,29.33,29.09,28.25,26.66,56.53,30.88,93.74,17.45,,,17.45,,,-29.86,832,0.97,35.73,"2,816",-0.56,41.65
92,SPCE,"Virgin Galactic Holdings, Inc.",3.09,70.76,95.54,-0.05,-1.43,71.47,104.46,87.4,50.67,73.49,87.39,84.9,169.4,14.2,-12.3,221.75,,,,,,-73.85,"15,882",23.35,-7.86,"227,022",0.32,-6.01
89,SRPT,"Sarepta Therapeutics, Inc.",18.16,92.2,149.8,0.36,-0.01,37.4,157.81,94.78,81.33,90.75,121.4,104.98,113.45,,-5.92,135.25,,-8.18,,,,36.35,"15,902",35.81,67.28,"244,149",0.58,-4.64
214,QD,Qudian Inc.,4.66,70.25,52.21,0.58,-8.71,48.3,75.06,60.72,22.0,17.96,56.25,61.87,83.68,21.08,,71.44,12.16,,,,,-31.47,576,1.59,139.0,"29,526",1.23,2.12
18,PDD,PDD Holdings Inc.,121.69,31.06,39.83,-2.61,-9.95,39.83,56.96,50.6,0.0,0.19,44.96,49.68,42.97,,-52.7,42.76,,-41.37,33.64,,,-3.14,"100,661",38.93,17.38,"1,776,398",1.19,-10.68
352,MCS,Marcus Corporation (The),15.36,40.1,37.19,0.34,-4.23,31.15,41.47,37.6,39.33,44.52,36.81,36.49,71.94,24.69,,34.65,16.78,,,,,-34.75,409,11.75,11.75,570,0.18,0.35
323,BTSG,"BrightSpring Health Services, Inc.",23.88,41.96,47.66,-1.23,-2.28,47.66,51.95,50.0,0.0,4.58,48.58,46.84,62.21,,27.81,68.68,,,,,,-14.55,165,-5.71,-4.62,"2,469",-0.04,0.24
161,LITE,Lumentum Holdings Inc.,132.55,42.17,53.08,-0.71,-19.03,53.08,88.98,76.33,0.67,0.69,71.21,66.6,78.32,,58.85,92.04,,,,,,-25.24,"7,188",22.12,41.16,"68,211",0.09,8.17
259,VTR,"Ventas, Inc.",67.92,15.16,19.3,-0.09,-11.47,19.3,28.78,24.87,0.0,1.73,23.51,22.24,19.7,36.4,,19.6,21.28,,19.6,21.28,,-0.41,"3,309",28.16,28.5,"11,630",-0.18,0.64
341,LIVN,LivaNova PLC,56.92,43.55,49.2,-0.76,-3.21,25.47,56.23,45.79,54.67,63.69,47.6,42.72,39.04,,,38.95,,,38.95,,,10.16,293,0.69,36.28,"1,096",12.64,13.11
296,JOYY,JOYY Inc.,58.74,35.84,29.16,10.35,7.63,25.77,52.81,43.12,9.33,2.33,40.19,40.37,30.06,,-32.29,22.83,,-49.43,,,,-0.9,"2,855",406.21,388.87,"4,618",-2.51,-1.95
174,FOUR,"Shift4 Payments, Inc.",89.14,57.23,51.37,0.48,-6.14,41.23,64.0,55.06,20.0,25.79,53.0,50.66,47.75,14.31,13.5,51.46,,,,,,3.61,"1,711",-12.79,4.65,"53,150",0.66,0.72
199,WIX,Wix.com Ltd.,137.33,49.84,52.05,0.71,-0.82,39.99,54.89,48.82,60.67,75.64,47.97,46.8,47.56,,,48.13,,,49.07,,,4.49,"4,766",-2.42,-7.8,"35,404",1.1,2.67
358,COLL,"Collegium Pharmaceutical, Inc.",39.16,45.45,36.84,-4.83,-7.21,33.0,42.45,38.85,30.0,25.88,38.73,38.54,42.59,,-74.2,43.44,,,,,,-5.75,91,2.25,9.64,345,-4.7,-4.43
13,PCG,PG&E Corporation,15.32,30.99,31.44,0.43,-2.44,28.61,35.36,32.0,46.0,38.84,33.11,30.09,64.24,19.38,2.43,42.4,-3.35,-7.3,43.56,,-4.75,-32.8,"31,818",-40.25,13.99,"2,405,003",0.97,0.26
286,XMTR,"Xometry, Inc.",51.0,118.87,81.45,-0.85,-6.14,64.7,87.22,72.97,86.67,92.9,78.71,75.12,81.4,,13.8,96.7,,,,,,0.05,"1,235",19.09,7.67,"6,512",0.46,8.75
84,W,Wayfair Inc.,77.65,56.94,73.36,-3.62,-18.9,57.46,99.03,84.02,30.67,24.8,81.34,75.35,79.04,15.76,2.14,81.33,25.34,-65.67,,,,-5.68,"18,557",16.85,-33.44,"288,895",0.8,-4.04
312,EVRG,"Evergy, Inc.",71.27,14.71,17.75,0.5,-9.1,13.84,20.1,17.64,46.67,51.7,17.66,16.49,26.63,,-1.79,43.89,,,,,,-8.89,573,-28.29,17.18,"3,376",4.46,7.11
127,ARRY,"Array Technologies, Inc.",9.15,92.69,94.13,-0.69,-2.02,82.43,96.62,90.92,74.0,77.88,89.35,90.94,95.45,,25.43,,,,,,,-1.32,"2,549",10.2,26.19,"107,110",-0.26,0.71
184,AVDL,Avadel Pharmaceuticals plc,14.98,51.61,49.7,0.25,-2.67,47.46,83.92,66.07,16.0,11.83,60.42,63.93,58.74,,-1.76,65.76,,,,,,-9.05,"1,322",-8.83,20.29,"43,167",0.17,1.55
240,NTRA,"Natera, Inc.",169.34,37.89,43.63,-0.93,-2.41,43.59,57.04,48.29,0.67,2.48,44.04,46.08,73.73,,54.87,60.41,,28.62,49.57,,5.55,-30.1,"1,353",14.56,38.34,"17,375",0.17,2.52
