Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
88,BTU,Peabody Energy Corporation,18.5,50.83,54.88,0.5,-6.01,30.12,69.59,44.41,73.57,77.61,61.63,56.71,69.3,-4.57,3.87,,,,,,,-14.42,"25,070",89.68,106.49,"272,374",1.12,-0.39,181,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF
282,VSH,"Vishay Intertechnology, Inc.",15.25,61.35,54.07,0.5,-5.58,24.84,78.38,43.17,73.57,72.49,63.49,57.15,54.07,3.58,10.88,53.74,-1.38,,49.18,-23.46,-2.56,0.0,378,-2.07,-34.6,"8,623",0.06,0.57,32,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
12,PCG,PG&E Corporation,14.97,33.42,30.6,0.5,1.68,16.85,35.36,24.44,73.57,82.98,33.52,30.07,61.53,-19.33,5.8,44.17,-10.04,,43.81,-12.53,7.37,-30.93,"990,146",374.89,4595.97,"2,754,403",3.07,14.46,195,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
131,PR,Permian Resources Corporation,13.75,34.56,36.68,0.5,-10.54,25.09,58.71,37.23,73.32,48.12,48.22,44.29,48.01,-6.6,4.84,56.9,,,41.02,-15.34,12.21,-11.33,"1,425",-12.74,-14.16,"101,252",0.17,1.37,83,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
339,NMFC,New Mountain Finance Corporation,10.5,13.56,17.43,0.5,-12.28,8.58,29.08,15.74,73.32,58.89,23.17,21.01,82.9,-28.26,30.46,66.36,-24.34,,42.48,712.76,46.21,-65.47,514,0.39,0.39,"1,368",0.0,0.15,14,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
36,RIG,Transocean Ltd.,3.14,48.15,57.36,0.5,-3.76,39.18,79.95,54.79,73.32,57.97,66.71,62.16,68.74,2.87,3.32,66.97,1.27,,56.97,-5.7,-4.73,-11.37,"19,621",43.3,8.91,"837,220",0.29,1.49,140,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
133,GPRE,"Green Plains, Inc.",10.02,90.4,74.46,0.5,0.03,37.7,89.19,61.83,73.07,80.15,81.17,75.51,83.7,0.49,7.67,77.93,0.97,,68.48,-13.37,-6.48,-9.24,"7,292",82.8,23.43,"99,183",0.53,6.01,75,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
267,JAZZ,Jazz Pharmaceuticals plc,128.53,33.44,34.74,0.5,-4.8,24.78,43.77,31.77,73.07,69.72,36.19,34.42,65.24,2.99,12.45,58.36,-0.49,,91.25,-2.25,83.42,-30.5,783,21.96,4.12,"11,860",0.17,2.22,116,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
87,MDB,"MongoDB, Inc.",331.09,109.11,68.58,0.5,-0.79,43.29,81.13,60.95,73.07,76.78,73.68,69.51,55.05,-16.21,-18.44,53.21,-10.88,,41.18,-23.16,-24.46,13.53,"42,717",47.97,-11.82,"291,880",1.7,-3.85,706,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
342,INN,"Summit Hotel Properties, Inc.",5.59,42.52,41.96,0.5,-2.71,26.34,60.2,36.48,73.07,68.06,48.89,44.7,69.79,21.46,13.88,40.21,-1.99,,,,,-27.83,280,0.0,-0.71,"1,231",0.0,0.98,7,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
7,AAL,"American Airlines Group, Inc.",12.76,50.42,49.8,0.5,-9.74,36.46,68.46,48.22,72.82,56.29,57.98,55.13,65.7,9.32,-9.57,57.02,-5.5,,46.87,-0.8,7.41,-15.9,"70,458",-9.69,-35.35,"3,176,791",1.05,2.01,325,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
104,KOS,Kosmos Energy Ltd.,1.62,56.13,71.77,0.5,-8.71,37.38,98.14,61.98,72.82,67.9,81.24,78.51,103.22,-0.91,9.39,,,,,,,-31.45,"2,547",39.41,-10.22,"186,146",0.05,2.12,42,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
174,CBRL,"Cracker Barrel Old Country Store, Inc.",50.36,54.92,58.11,0.5,-1.41,40.36,66.9,53.08,72.82,75.77,61.37,58.81,66.09,-1.89,0.56,57.91,3.24,,58.02,4.72,1.56,-7.97,"4,738",-12.21,44.06,"56,558",2.13,12.95,165,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
113,STX,Seagate Technology Holdings plc,191.59,36.35,36.93,0.5,-3.87,25.67,54.69,36.24,72.82,52.86,45.75,41.52,49.87,6.6,-6.84,45.87,2.63,,45.8,12.72,6.57,-12.94,"15,663",-7.97,-16.12,"159,810",0.98,4.78,363,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
285,HCAT,"Health Catalyst, Inc.",3.4,106.85,73.0,0.5,-0.35,52.0,81.74,65.14,72.32,81.52,67.75,64.42,115.05,19.2,20.05,,,,,,,-42.05,781,14.52,-17.0,"7,802",-0.05,0.21,10,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
273,EVH,Evotec SE,9.99,52.58,71.21,0.5,-0.08,34.92,121.84,69.96,71.57,51.75,64.16,87.16,109.81,-0.14,7.27,106.65,-13.43,,44.39,-21.34,-36.61,-38.6,"2,186",5.5,-1.04,"10,980",0.01,0.18,39,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
238,LRN,"Stride, Inc.",166.11,49.26,39.94,0.5,0.84,22.91,62.66,38.97,70.07,52.83,37.04,48.52,56.43,5.52,17.59,53.13,3.96,,52.0,9.93,29.0,-16.49,"1,504",17.23,-12.3,"18,891",-0.31,4.63,128,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
162,GES,"Guess?, Inc.",16.9,74.97,60.5,0.5,-5.73,32.38,89.79,52.66,69.83,64.7,75.93,67.26,88.97,4.16,5.93,40.48,-10.87,,5.0,-29.04,0.0,-28.46,"8,352",-48.19,139.52,"69,417",-5.01,-6.02,60,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF
254,EZPW,"EZCORP, Inc.",17.05,32.88,30.84,0.5,0.45,22.46,34.13,28.66,69.83,79.23,30.73,29.11,72.29,7.02,41.87,51.71,4.63,,32.53,-1.4,1.53,-41.45,"2,455",77.38,31.42,"13,974",0.45,1.19,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
299,IDCC,"InterDigital, Inc.",305.7,44.13,32.15,0.5,1.74,20.99,42.04,31.31,68.83,55.49,37.77,35.62,47.13,-22.88,-9.69,45.24,-13.54,,36.5,-14.04,-8.57,-14.98,"1,028",-7.22,2.8,"5,075",-0.04,15.05,115,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
349,CNMD,CONMED Corporation,53.98,39.36,44.04,0.5,-4.44,34.37,51.3,41.76,68.58,68.06,44.23,42.24,59.06,2.58,16.36,48.71,-3.8,,57.33,-5.41,1.74,-15.01,173,-5.46,-1.7,989,1.12,2.81,28,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
258,CYBR,CyberArk Software Ltd.,469.49,45.62,35.82,0.5,-1.56,23.47,46.63,33.38,68.58,64.42,40.84,38.04,35.01,-5.79,-14.64,39.31,-2.38,,30.21,24.03,6.23,0.81,"2,276",21.52,27.65,"12,752",0.13,6.64,219,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
116,SPOT,Spotify Technology S.A.,719.16,50.06,43.53,0.5,-1.26,26.45,54.95,40.4,68.58,65.04,48.83,44.77,47.73,-6.21,-2.55,49.49,-4.26,,46.34,6.45,3.2,-4.19,"18,177",14.31,-5.05,"148,778",1.0,1.29,"1,049",#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
343,ECPG,"Encore Capital Group, Inc.",43.82,35.37,48.15,0.5,-0.72,24.41,73.07,44.39,68.58,60.52,57.53,50.68,133.37,-4.35,24.14,67.24,3.54,,35.99,60.95,22.29,-85.22,224,-2.18,-5.88,"1,211",2.71,5.12,27,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
226,KPTI,Karyopharm Therapeutics Inc.,6.33,116.03,106.79,0.5,0.28,65.15,122.48,95.8,68.58,73.87,106.39,98.14,280.6,-0.99,6.22,327.04,,,,,,-173.8,909,28.75,-9.73,"21,911",0.16,2.69,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
41,SLB,Schlumberger Limited,35.78,29.1,30.4,0.5,-12.1,21.01,46.01,31.53,68.08,44.25,39.01,36.4,41.34,9.11,12.97,42.01,,,32.76,-0.65,-5.43,-10.94,"23,615",-9.08,-19.53,"755,735",1.21,1.68,241,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
67,V,Visa Inc.,343.99,16.5,20.37,0.5,-1.74,12.48,28.8,19.11,68.08,59.47,23.76,22.64,28.47,4.6,10.2,27.67,4.49,,23.92,5.24,7.09,-8.11,"46,819",111.45,121.84,"377,904",0.87,2.4,935,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
353,PEB,Peabody Energy Corporation,11.44,41.05,39.24,0.5,-6.39,27.8,59.19,39.61,67.83,48.58,49.49,45.65,70.97,-3.02,0.38,48.38,6.17,,49.23,21.0,4.74,-31.73,58,0.0,-51.26,659,0.0,1.23,11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
225,TWO,Two Harbors Investment Corp.,10.25,28.82,29.42,0.5,-3.49,17.59,39.39,26.13,67.83,70.73,30.08,27.68,69.85,-9.32,24.23,50.73,-9.86,,34.25,-12.16,78.39,-40.43,"1,209",30.84,11.02,"21,920",0.25,4.96,41,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
77,ON,ON Semiconductor Corporation,48.62,59.42,56.26,0.5,-4.69,39.87,73.75,53.26,67.33,60.98,62.78,56.85,60.09,3.19,-6.15,,,,,,,-3.83,"9,527",-49.93,-73.34,"343,258",2.98,8.07,296,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
48,NEE,"NextEra Energy, Inc.",70.07,20.33,28.59,0.5,-0.61,22.25,37.76,28.22,66.58,54.21,30.45,28.7,34.65,7.62,17.31,28.93,-5.57,,28.67,3.84,14.28,-6.06,"36,320",72.99,43.58,"639,992",0.36,2.49,337,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
199,FRPT,"FarPointe Data, Inc.",57.03,51.48,47.43,0.5,-0.59,29.01,65.14,43.22,66.33,64.07,56.59,51.04,69.02,0.24,-2.19,68.51,-4.9,,62.83,-3.5,-3.45,-21.58,"3,620",-9.64,-33.63,"38,449",0.49,5.96,166,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
152,CSIQ,Canadian Solar Inc.,11.04,91.85,83.91,0.5,-0.02,48.27,92.35,73.8,65.34,77.42,80.7,83.94,81.09,2.35,-5.17,,,,,,,2.82,"6,427",-10.38,-5.57,"80,835",1.24,2.93,129,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
150,NICE,NICE Ltd.,143.35,54.91,40.23,0.5,-0.27,28.15,47.92,38.24,64.59,65.39,43.45,41.58,42.43,-1.87,-1.27,43.7,,,41.18,-1.22,-2.37,-2.21,"4,774",13.5,101.1,"83,265",0.3,1.21,169,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
311,GBX,"Greenbrier Companies, Inc. (The)",45.92,27.57,41.29,0.5,-1.98,27.69,51.47,38.25,64.34,68.05,42.93,41.73,55.19,1.5,13.72,50.06,16.25,,39.63,3.31,19.41,-13.9,545,-2.85,-23.99,"3,790",0.4,2.07,67,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
138,TTWO,"Take-Two Interactive Software, Inc.",247.86,27.16,27.72,0.5,0.01,19.67,38.71,27.32,63.84,53.03,32.16,29.66,39.93,-9.06,18.1,35.61,-4.07,,30.87,-1.6,-4.81,-12.22,"5,855",-8.06,-30.26,"96,535",0.21,2.01,319,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
303,PI,"Impinj, Inc.",195.34,81.08,62.68,0.5,-6.7,45.57,85.17,62.94,63.59,49.14,74.52,68.95,75.69,8.73,-12.95,86.71,16.09,,29.75,-49.27,-45.52,-13.01,"1,094",-4.2,-4.2,"4,838",1.26,13.54,58,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
5,AMZN,"Amazon.com, Inc.",238.24,36.23,30.77,0.5,-1.92,22.07,41.26,30.86,63.34,49.41,35.55,33.65,32.98,-16.8,-7.9,34.95,-21.5,,30.82,3.36,7.9,-2.21,"796,705",98.44,136.1,"3,900,999",1.95,5.37,974,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
20,BABA,Alibaba Group Holding Limited,147.1,51.86,42.78,0.5,1.7,31.42,56.82,41.68,63.09,55.6,50.11,48.59,51.92,-7.54,11.61,46.54,-12.23,,44.01,3.34,6.01,-9.14,"240,225",-46.73,-10.73,"1,671,678",3.66,9.49,753,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
