Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%)
223,RNG,"RingCentral, Inc.",32.44,85.24,54.05,0.46,-6.45,39.07,60.78,45.78,85.33,91.74,51.26,48.28,104.92,,89.8,58.41,,,,,,-50.87,"3,039",28.94,32.88,"25,334",5.36,3.29
354,MCS,Marcus Corporation (The),15.91,41.07,35.06,1.3,-5.41,31.5,41.47,37.7,18.67,17.49,37.06,36.48,94.59,,63.95,66.82,,125.23,,,,-59.53,409,11.75,11.75,571,0.35,0.35
90,SRPT,"Sarepta Therapeutics, Inc.",17.6,90.58,147.57,0.29,-1.14,37.4,157.81,97.72,76.0,88.65,121.68,105.27,109.4,,,172.42,,,,,,38.16,"21,966",17.55,87.6,"242,329",1.55,-0.17
195,CNP,"CenterPoint Energy, Inc.",37.32,15.76,16.21,-0.18,-1.49,16.21,19.67,18.45,0.0,0.12,17.62,17.99,24.36,,-55.08,25.1,,-35.7,21.62,,-44.6,-8.15,"2,356",2.21,18.81,"38,629",-0.43,22.33
28,WOLF,"Wolfspeed, Inc.",1.23,60.2,278.92,0.51,-0.29,150.33,308.23,222.56,71.33,82.82,239.98,220.17,283.93,,-1.13,303.99,,-13.27,,,,-5.0,"38,865",72.59,-16.85,"1,023,062",0.52,4.06
25,PLUG,Plug Power Inc.,1.44,68.21,119.06,0.13,-1.55,90.26,122.31,107.12,71.33,88.21,106.8,105.82,201.5,,,202.86,,,,,,-82.44,"19,024",31.59,22.53,"1,057,399",0.67,1.08
251,LNTH,"Lantheus Holdings, Inc.",53.63,104.78,75.98,0.54,-0.92,45.87,78.1,60.45,85.33,96.12,65.9,63.75,50.36,,,48.55,,,,,,25.61,"2,078",22.38,16.02,"13,979",-0.12,5.05
148,CHTR,"Charter Communications, Inc.",263.88,31.69,47.72,0.35,-3.79,32.83,52.19,41.07,79.33,89.52,42.91,42.12,53.88,,,41.22,,,,,,-6.16,"17,216",-16.57,-16.6,"85,547",2.85,8.24
16,SNAP,Snap Inc.,7.22,63.71,58.03,0.54,-15.78,48.72,71.87,62.12,32.0,28.57,61.56,58.65,92.21,,49.95,71.25,,5.99,,,,-34.18,"113,535",-4.7,-19.98,"2,001,333",2.28,9.65
316,CHEF,"Chefs' Warehouse, Inc. (The)",64.84,37.45,34.71,0.24,-4.0,27.55,41.1,36.32,24.0,29.24,36.55,34.92,37.61,,,41.62,,,,,,-2.9,948,-4.44,-11.4,"3,019",-0.13,1.82
299,ZD,"Ziff Davis, Inc.",38.51,71.75,53.19,0.53,-7.65,37.23,60.96,48.07,87.33,78.15,51.57,48.94,56.96,,,47.96,,,,,,-3.78,941,-21.12,-47.58,"4,842",-0.08,0.94
170,OMER,Omeros Corporation,4.21,64.33,111.03,0.34,-4.62,97.9,147.27,123.57,9.33,17.49,108.23,118.6,166.26,,,181.14,,,,,,-55.23,"3,109",-22.55,-7.08,"60,970",0.12,4.79
333,MITT,"AG Mortgage Investment Trust, Inc.",7.81,36.41,32.23,-0.91,-10.08,22.21,38.76,31.02,36.67,58.25,32.64,29.62,32.95,,16.01,14.07,,-37.7,,,,-0.73,465,0.0,23.02,"1,731",7.52,16.1
94,SPCE,"Virgin Galactic Holdings, Inc.",3.25,62.51,93.95,0.51,-1.72,71.47,104.46,87.94,50.0,68.05,87.53,84.57,162.37,,9.47,203.76,,,,,,-68.42,"11,830",53.72,-8.12,"224,329",0.44,-0.87
206,DAY,"Dayforce, Inc.",69.34,73.81,50.47,0.36,-8.27,28.84,57.91,42.09,90.0,88.91,48.1,43.8,35.78,,-71.19,71.38,,,,,,14.69,"1,284",-18.32,-45.89,"33,748",-0.33,0.92
302,HLX,"Helix Energy Solutions Group, Inc.",6.22,40.4,49.64,0.72,-13.24,34.84,63.53,52.27,32.67,38.68,53.61,49.97,72.37,,-5.38,50.41,,,50.41,,-11.57,-22.72,378,8.0,6.48,"4,391",0.14,-2.68
231,WGO,"Winnebago Industries, Inc.",36.4,44.55,47.04,0.57,-14.59,40.22,59.79,51.79,32.0,23.55,52.36,49.03,47.52,,-36.77,52.27,,-27.18,58.68,,-18.27,-0.48,900,-7.79,-13.46,"20,846",-0.72,-1.19
43,TGT,Target Corporation,91.5,31.49,33.02,0.43,-12.98,33.02,53.92,42.64,0.0,1.12,36.23,41.1,45.21,,8.52,54.56,,31.23,,,,-12.19,"89,266",60.25,65.89,"715,507",1.65,9.56
178,TVTX,"Travere Therapeutics, Inc.",21.2,45.59,61.05,0.59,-0.07,53.66,75.27,64.54,36.67,28.42,63.17,64.36,86.43,,,96.36,,,,,,-25.37,"5,354",220.22,53.37,"48,965",0.07,2.06
17,AVGO,Broadcom Inc.,345.65,39.27,35.46,0.45,-20.02,33.75,77.67,62.08,0.67,0.27,54.71,56.93,45.75,,,44.35,,,37.57,,,-10.3,"469,693",-27.43,143.3,"1,989,296",6.57,12.56
247,GCI,"Gannett Co., Inc.",4.16,48.67,50.91,-0.5,-7.16,49.64,64.79,59.72,2.67,0.43,54.92,59.96,84.75,,75.22,63.81,,,,,,-33.84,"1,514",0.46,89.49,"15,504",5.24,6.1
69,BILI,Bilibili Inc.,22.56,42.61,45.47,0.34,-3.45,45.47,85.73,66.88,0.67,1.58,56.95,69.14,58.98,,,51.23,,,51.23,,,-13.51,"13,194",-10.59,-4.76,"356,406",1.26,0.56
54,ENPH,"Enphase Energy, Inc.",38.81,59.95,89.77,0.11,-3.41,55.51,94.48,75.56,66.67,86.46,78.18,75.95,82.62,,,86.22,,,,,,7.15,"32,000",-54.09,-10.14,"502,291",3.75,4.11
72,ETSY,"Etsy, Inc.",58.2,60.45,48.63,3.37,-1.39,37.29,51.84,45.63,85.33,81.86,48.64,46.16,88.71,,,59.48,,,,,,-40.09,"46,877",67.36,59.81,"341,026",3.95,2.74
176,CBRL,"Cracker Barrel Old Country Store, Inc.",50.9,55.29,58.16,-0.85,-2.86,52.94,66.9,60.95,28.0,23.76,61.36,58.82,55.68,,,56.96,,,,,,2.49,"5,598",88.29,54.05,"53,970",0.89,6.59
26,BA,Boeing Company (The),230.95,26.25,27.82,0.29,-21.81,27.82,47.78,41.16,0.0,3.18,38.89,36.98,42.38,,-14.85,56.02,,73.27,,,,-14.56,"61,022",-13.62,-3.05,"1,036,249",1.29,2.23
107,BILL,"BILL Holdings, Inc.",50.2,68.94,49.17,0.87,-8.46,46.48,89.54,75.5,5.33,6.39,74.16,68.59,56.1,,-15.62,124.36,,129.06,,,,-6.93,"11,564",-74.37,-49.96,"167,816",4.28,5.36
220,TTEK,"Tetra Tech, Inc.",35.71,21.43,26.08,0.73,-7.4,26.02,37.53,33.62,1.33,0.73,29.69,31.83,63.2,,,61.3,,,,,,-37.12,"2,721",-4.83,-2.99,"26,869",-0.04,2.18
63,UPST,"Upstart Holdings, Inc.",68.22,85.58,72.32,0.46,-7.85,72.32,112.94,96.52,0.67,0.2,88.35,92.53,84.0,,,76.94,,,76.94,,,-11.68,"93,198",87.33,27.76,"397,256",5.24,8.07
47,CVX,Chevron Corporation,154.0,17.94,20.08,0.46,-20.68,19.61,32.31,27.89,4.67,5.8,26.99,24.97,24.1,,20.76,20.45,,-4.01,21.47,,0.77,-4.02,"41,988",26.6,50.24,"641,070",1.26,2.45
341,MMSI,"Merit Medical Systems, Inc.",92.33,21.02,27.12,0.29,-13.21,20.36,37.63,30.83,29.33,25.87,31.66,28.64,41.05,,,28.71,,,28.71,,,-13.93,843,-0.12,16.28,"1,158",1.22,0.35
155,BBIO,"BridgeBio Pharma, Inc.",54.29,48.48,41.08,0.23,-4.31,41.08,64.25,55.11,0.0,2.2,51.77,52.73,144.46,,,145.39,,,,,,-103.38,"10,580",85.94,77.46,"75,641",0.61,2.4
250,CHRS,"Coherus BioSciences, Inc.",1.37,71.19,79.05,-3.23,-6.49,79.05,111.83,96.15,0.0,1.83,85.21,93.87,119.17,,,67.0,,,,,,-40.12,"1,373",4.33,-3.65,"13,980",0.91,-2.46
75,LI,Li-Cycle Holdings Corp.,23.8,47.81,42.51,0.05,-8.18,42.51,65.88,57.86,0.67,0.76,53.53,58.39,60.77,,,55.64,,,,,,-18.25,"11,302",5.4,-55.93,"338,358",1.03,2.09
102,XIFR,"Unknown (possibly XPLR Infrastructure, LP or similar; limited data as of 2025)",9.99,44.93,50.61,1.06,-4.72,47.56,73.33,64.32,7.33,5.93,61.87,60.18,107.41,,61.45,,,,,,,-56.8,944,-8.08,-45.4,"199,715",0.03,0.34
200,NOG,"Northern Oil and Gas, Inc.",24.69,51.03,46.82,0.49,-21.51,34.1,67.76,55.65,30.67,24.13,56.17,51.42,59.23,,9.66,61.56,,-25.14,53.69,,-0.39,-12.41,"2,878",7.99,5.31,"36,929",-0.44,1.38
145,DDD,3D Systems Corporation,2.17,110.95,106.9,0.56,-0.21,90.17,111.2,101.41,86.67,88.37,101.45,100.19,109.17,,-3.66,101.53,,-19.43,,,,-2.27,"2,728",-3.23,9.51,"87,278",0.39,3.35
266,MTH,Meritage Homes Corporation,82.14,39.79,41.09,0.57,-3.68,32.77,45.35,39.08,73.33,71.73,40.43,38.97,35.82,,18.95,36.34,,,,,,5.27,"1,059",9.74,24.88,"11,136",-0.09,2.04
365,FARO,"FARO Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
61,GEO,"GEO Group, Inc. (The)",20.7,49.57,47.1,0.15,-5.26,47.1,80.08,59.56,0.67,13.47,50.89,61.75,70.63,,-2.81,53.73,,,53.73,,-8.6,-23.52,"14,728",63.66,-18.89,"413,751",0.14,0.53
194,BMRN,BioMarin Pharmaceutical Inc.,56.38,28.76,27.22,-2.52,-13.07,23.29,38.67,33.25,25.33,10.14,32.6,35.92,40.26,,,,,,,,,-13.04,"2,983",14.91,100.07,"39,188",0.6,5.39
351,VREX,Varex Imaging Corporation,11.67,73.54,70.16,0.5,-6.66,39.71,86.62,70.56,33.33,48.88,73.39,67.57,91.36,,,121.18,,,170.91,,,-21.2,213,0.0,-3.62,884,-0.34,1.03
359,HOPE,"Hope Bancorp, Inc.",11.17,26.59,27.96,0.42,-9.94,27.92,36.67,32.84,0.67,0.6,31.11,32.78,123.61,,,28.05,,,,,,-95.65,17,0.0,0.0,296,0.0,0.34
294,MMYT,MakeMyTrip Limited,100.2,36.07,43.23,0.51,-7.2,43.23,58.74,53.33,0.67,0.04,49.62,50.96,56.08,,,75.33,,,,,,-12.84,545,-2.68,35.91,"5,737",0.83,3.69
192,PD,"PagerDuty, Inc.",17.17,49.84,45.34,1.55,-7.45,30.27,57.32,46.78,32.67,43.4,48.53,44.68,71.25,,22.74,54.02,,-10.98,,,,-25.91,"2,901",-10.49,6.19,"40,845",-0.04,26.13
85,W,Wayfair Inc.,87.06,58.82,64.47,1.01,-15.3,58.37,99.03,84.2,24.0,9.96,81.86,75.78,57.42,,-15.91,61.32,,-5.49,65.57,,1.05,7.05,"19,912",-24.44,25.38,"297,894",4.38,3.94
50,BE,Bloom Energy Corporation,53.44,66.45,75.74,1.85,0.86,69.09,118.39,91.81,13.33,15.78,83.4,92.72,102.75,,10.71,109.99,,23.06,,,,-27.01,"57,348",-26.73,-16.43,"597,895",4.09,8.08
197,RPD,"Rapid7, Inc.",20.6,54.13,43.0,0.64,-6.76,28.96,49.55,40.81,47.33,63.85,42.99,40.9,50.25,,,49.17,,,,,,-7.25,"12,365",40.03,43.05,"37,629",-3.21,-1.16
272,IMAX,IMAX Corporation,31.01,30.13,30.2,2.43,-12.1,28.36,37.03,34.61,6.67,0.86,33.3,34.6,22.32,,-41.45,27.77,,,27.77,,,7.88,"1,924",207.84,243.57,"10,255",1.28,1.16
227,KPTI,Karyopharm Therapeutics Inc.,6.25,116.05,106.79,0.83,0.27,79.31,112.89,99.45,82.0,78.4,106.37,98.81,274.3,,,332.35,,,,,,-167.51,767,122.97,-33.99,"21,473",0.0,4.85
190,SMTC,Semtech Corporation,60.62,61.76,57.47,0.52,-12.52,57.46,116.49,97.79,1.33,0.94,93.08,85.29,59.82,,,61.46,,,,,,-2.35,"2,936",8.9,-5.99,"41,386",0.09,0.74
14,MSFT,Microsoft Corporation,498.2,19.52,21.35,0.5,-17.97,21.01,32.53,27.66,0.67,2.59,26.26,24.67,25.0,,,22.46,,,22.31,,,-3.65,"210,818",-41.4,-10.0,"2,355,470",4.15,6.58
255,XERS,"Xeris Biopharma Holdings, Inc.",7.77,61.71,58.96,0.59,-5.49,41.2,67.43,57.09,45.33,58.89,58.43,54.64,86.21,,,,,,,,,-27.25,918,8.0,-10.35,"13,076",-0.15,-0.15
264,JAZZ,Jazz Pharmaceuticals plc,129.85,33.35,34.71,0.4,-9.68,26.47,43.77,36.99,32.0,35.33,36.27,34.4,60.88,,,115.01,,,,,,-26.16,652,3.16,-7.78,"11,707",0.32,2.77
254,NVMI,Nova Ltd.,273.54,57.31,51.39,2.32,-3.23,50.43,64.75,58.02,2.0,4.93,56.75,55.89,50.86,,,67.48,,,,,,0.53,"2,733",-38.11,87.19,"13,667",0.84,18.07
128,GRPN,"Groupon, Inc.",22.75,79.79,83.23,1.08,1.36,75.8,99.18,89.9,25.33,16.5,83.28,86.45,75.14,,,83.31,,,,,,8.1,"12,632",-7.08,45.95,"106,743",-7.65,-3.99
243,PSN,Parsons Corporation,75.0,28.67,29.53,0.64,2.93,27.59,44.56,38.58,4.67,3.02,36.79,35.53,32.82,,-46.99,31.92,,,,,,-3.29,707,-5.48,-76.11,"16,320",0.57,1.27
365,VATE,INNOVATE Corp.,,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,
65,BYND,"Beyond Meat, Inc.",2.53,62.04,67.77,0.73,-2.78,59.24,70.63,64.62,79.33,84.21,66.44,64.16,141.79,,,151.05,,,,,,-74.02,"28,442",45.54,125.14,"387,347",1.44,4.82
261,DVAX,Dynavax Technologies Corporation,9.7,35.71,40.35,1.22,-7.16,29.25,44.08,37.57,51.33,70.93,36.68,36.68,138.93,,,500.0,,,,,,-98.58,"3,193",-1.08,97.95,"11,951",-0.33,28.94
150,NICE,NICE Ltd.,142.95,57.03,40.3,0.78,-4.24,35.12,47.92,42.76,22.67,24.85,43.51,41.61,41.04,,,47.43,,,47.43,,,-0.74,"3,833",83.57,66.65,"83,635",0.06,6.77
111,Z,"Zillow Group, Inc.",89.9,42.24,33.64,0.45,-9.75,32.94,51.56,42.85,0.67,3.6,39.19,43.52,46.11,,,49.78,,,,,,-12.47,"19,428",34.5,180.02,"157,501",1.32,3.15
245,NBR,Nabors Industries Ltd.,39.11,78.42,74.71,0.53,-11.04,52.83,95.5,78.5,32.0,40.04,81.18,74.92,77.94,,-15.55,78.72,,-7.89,,,,-3.24,986,4.12,-0.9,"15,656",-0.18,2.15
183,MOMO,Hello Group Inc.,8.12,24.8,37.76,2.54,1.36,36.94,46.09,42.71,3.33,1.25,40.13,41.7,58.57,,,,,,,,,-20.81,"6,902",321.37,280.07,"46,753",1.65,5.77
193,UNIT,Uniti Group Inc.,7.26,76.16,55.85,6.01,6.3,41.75,55.85,47.07,100.0,99.36,52.3,51.37,55.31,,,56.31,,,56.31,,,0.54,"7,083",852.02,165.08,"39,722",-2.86,5.48
121,GPN,Global Payments Inc.,87.42,39.14,46.07,0.52,-11.45,26.14,55.55,44.04,35.33,57.26,44.52,41.23,39.67,,-1.46,34.38,,-7.35,,,,6.4,"3,594",-48.6,-35.81,"121,145",0.51,9.85
217,FVRR,Fiverr International Ltd.,24.21,50.96,41.16,0.72,-5.92,41.07,56.15,49.82,1.33,0.76,46.85,48.16,53.71,,18.69,60.17,,1.48,,,,-12.55,"2,810",87.58,91.94,"28,413",0.74,3.43
355,AORT,"Artivion, Inc.",43.44,69.81,48.74,0.39,-3.15,27.08,51.55,36.55,86.67,96.12,43.42,39.18,54.21,,-13.01,,,,,,,-5.47,105,6.06,0.0,512,-0.39,-2.48
12,PCG,PG&E Corporation,14.56,32.63,30.27,2.06,-3.31,28.61,35.36,32.0,22.67,19.25,33.35,29.95,60.11,,11.71,55.22,,25.89,46.28,,,-29.85,"129,625",-22.15,143.42,"2,581,678",4.19,8.39
152,CSIQ,Canadian Solar Inc.,10.92,92.07,84.65,0.51,-7.28,61.99,92.35,82.76,41.33,62.23,80.69,83.93,89.95,,,,,,,,,-5.3,"7,581",-26.0,-44.64,"78,109",5.18,4.26
33,IQ,"iQIYI, Inc.",2.72,59.68,49.76,0.49,-13.1,49.76,76.1,67.66,0.67,0.24,62.33,66.27,93.47,,,89.91,,,,,,-43.7,"14,740",4.59,-63.68,"849,795",-0.23,0.57
160,REAL,"The RealReal, Inc.",8.23,83.06,91.37,0.86,-0.86,84.51,103.76,96.88,12.67,9.78,90.69,91.65,119.1,,,82.9,,,82.9,,,-27.73,"1,851",-44.66,-0.96,"71,904",0.4,1.71
211,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",27.78,34.27,35.4,-1.6,-9.91,32.32,41.31,37.75,13.33,11.71,35.9,37.69,39.3,,5.11,20.06,,,,,,-3.89,"6,566",123.56,115.42,"31,463",0.23,0.45
238,WT,"WisdomTree, Inc.",13.6,31.33,28.41,0.45,-15.68,27.2,39.08,34.29,18.0,7.91,34.11,32.45,46.87,,-8.4,35.48,,,35.48,,4.98,-18.46,359,2.28,22.53,"18,496",0.05,-0.37
62,SATS,EchoStar Corporation,80.63,180.04,137.15,2.52,1.7,43.72,137.15,75.01,99.33,98.58,108.53,98.71,86.29,,,56.99,,,,,,50.86,"118,786",213.77,54.22,"409,064",11.29,26.56
154,OPK,"OPKO Health, Inc.",1.42,44.72,37.86,2.89,-6.85,32.94,44.39,40.27,21.33,19.97,40.14,39.17,86.05,,,58.43,,,,,,-48.2,"1,234",17.41,54.06,"75,744",-1.07,-0.97
126,PSEC,Prospect Capital Corporation,2.88,28.51,26.04,0.42,-11.51,26.04,35.45,31.02,0.67,0.13,27.7,30.38,113.09,,,76.39,,,,,,-87.04,"2,520",28.11,-80.12,"108,059",-0.8,0.15
340,INN,"Summit Hotel Properties, Inc.",5.59,42.52,42.12,0.43,-14.81,27.63,60.2,47.89,28.67,31.4,48.9,44.72,73.84,,50.61,39.01,,,,,,-31.71,280,0.0,0.36,"1,235",1.15,1.31
287,VRNS,"Varonis Systems, Inc.",57.57,36.18,27.46,1.44,-5.26,25.86,36.73,32.67,6.0,3.81,32.13,32.82,69.23,,,54.67,,,,,,-41.77,431,-30.15,82.63,"7,012",-2.23,28.57
113,DXCM,"DexCom, Inc.",78.0,47.58,44.09,1.05,-2.45,31.54,50.17,43.51,44.0,53.74,44.52,41.03,40.55,,,41.01,,,41.01,,,3.54,"6,670",28.96,-6.35,"150,707",0.72,-0.63
37,PANW,"Palo Alto Networks, Inc.",197.38,36.95,33.77,0.63,-13.79,30.36,43.2,38.31,29.33,15.35,37.97,35.75,66.46,,,43.35,,,,,,-32.69,"53,285",23.97,12.22,"775,344",1.43,-0.2
356,KRG,"Knightscope, Inc.",22.82,27.85,23.45,1.45,-10.01,20.2,30.3,26.77,21.33,13.59,27.46,24.64,31.93,,-22.76,41.28,,-21.37,36.58,,-30.32,-8.47,154,1.99,161.02,501,30.81,49.11
338,NMFC,New Mountain Finance Corporation,10.56,13.5,17.52,0.38,-26.17,13.99,29.08,23.92,29.33,15.17,23.19,21.0,72.54,,,78.33,,,,,,-55.02,512,0.0,-1.16,"1,358",-0.59,1.8
286,JOYY,JOYY Inc.,63.68,35.33,29.03,0.15,9.86,25.77,52.81,42.71,9.33,3.16,40.35,40.56,34.04,,,27.34,,,,,,-5.01,798,4.45,41.49,"7,160",26.93,51.15
216,NVCR,NovoCure Limited,12.6,43.77,67.63,0.72,-4.02,53.74,90.05,72.3,41.33,36.5,61.02,75.51,84.3,,,69.48,,,,,,-16.68,"2,695",76.03,14.0,"29,380",-0.11,1.7
295,PRO,"PROS Holdings, Inc.",15.69,43.63,48.03,0.46,-6.71,47.14,56.91,52.25,2.67,7.88,49.43,50.99,53.55,,0.91,50.29,,-6.36,47.7,,-7.37,-5.53,"2,911",-2.87,-2.87,"5,680",-3.04,-0.33
175,EXAS,Exact Sciences Corporation,53.89,46.22,40.33,0.47,-11.83,39.78,61.27,49.67,1.33,6.7,44.13,51.9,61.5,,,52.5,,,,,,-21.17,"2,886",-17.05,14.21,"55,039",3.19,3.39
23,CCL,Carnival Corporation & plc,31.56,31.67,37.63,0.52,-21.74,37.1,60.63,51.86,10.0,4.87,50.27,46.71,61.55,,28.81,50.98,,,,,,-23.92,"28,740",-6.4,-25.07,"1,352,317",0.72,1.81
301,PI,"Impinj, Inc.",200.78,80.1,62.64,0.99,-18.04,48.27,85.17,73.64,29.33,18.92,74.47,68.89,144.22,,,152.14,,,,,,-81.59,"1,173",2.18,26.67,"4,722",2.25,12.97
189,MODG,Topgolf Callaway Brands Corp.,9.44,75.86,70.19,0.59,-3.18,49.71,78.0,64.05,61.33,75.7,68.01,63.07,66.81,,-2.18,61.56,,-12.17,,,,3.38,799,-4.08,-40.28,"41,756",0.89,1.43
263,PODD,Insulet Corporation,349.56,32.9,40.75,0.5,-5.61,24.71,46.94,38.87,45.33,59.32,38.93,35.65,32.28,,,33.24,,,33.24,,,8.47,"2,176",4.21,11.42,"11,835",1.08,4.92
213,VERI,"Veritone, Inc.",2.63,126.54,111.71,0.52,-0.37,80.0,118.27,102.71,74.67,78.13,111.11,109.5,127.01,,,126.19,,,,,,-15.3,"1,224",79.21,-37.55,"31,087",0.25,3.68
45,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.82,37.05,55.13,0.49,-6.54,45.08,71.73,62.43,10.0,15.87,59.66,55.92,59.55,,30.45,54.69,,15.73,49.66,,,-4.43,"22,423",-47.92,-59.04,"678,692",3.23,4.92
53,AFRM,"Affirm Holdings, Inc.",85.88,69.95,65.41,0.68,-8.37,65.1,93.41,84.33,1.33,0.27,79.46,77.97,61.09,,,66.02,,,,,,4.32,"80,398",-10.62,-62.26,"504,128",15.65,25.9
262,GMED,"Globus Medical, Inc.",59.55,36.92,53.34,0.59,-2.97,22.65,56.65,42.28,67.33,79.81,45.54,40.6,28.51,,-13.24,23.98,,,,,,24.83,"1,482",-16.13,15.24,"11,946",-1.56,17.24
319,GVA,Granite Construction Incorporated,108.17,32.71,24.13,0.16,-8.71,23.47,31.17,27.96,6.0,4.99,28.15,26.5,22.83,,-47.15,16.59,,,16.59,,,1.3,446,0.68,-45.87,"2,881",-0.03,1.73
244,AWK,"American Water Works Company, Inc.",140.02,23.28,22.34,1.2,-1.52,22.18,29.57,25.88,4.67,4.89,25.54,23.79,27.65,,60.81,25.9,,,25.9,,61.4,-5.31,366,-13.88,-41.06,"16,220",0.3,2.33
228,CAKE,Cheesecake Factory Incorporated (The),60.11,29.43,31.87,0.31,-8.76,31.87,43.29,40.14,0.0,0.13,38.03,37.7,42.56,,,54.39,,,,,,-10.69,"1,544",-8.96,-28.42,"21,414",-0.0,1.15
305,HLIT,Harmonic Inc.,9.95,37.36,37.63,0.6,-8.46,37.59,61.8,48.6,0.67,6.2,43.58,49.51,56.18,,,,,,,,,-18.55,498,32.1,2.26,"3,963",10.27,15.07
5,AMZN,"Amazon.com, Inc.",235.84,36.15,30.86,0.31,-14.62,26.49,41.26,36.27,28.0,15.16,35.54,33.73,62.71,,,100.5,,,,,,-31.85,"527,973",54.46,83.85,"3,751,744",2.58,5.17
132,PR,Permian Resources Corporation,13.79,36.5,36.67,0.54,-20.74,30.55,58.71,49.33,28.67,12.21,48.24,44.3,40.54,,-11.84,35.62,,-16.11,35.62,,-16.11,-3.87,"1,468",-9.77,-29.39,"100,780",0.35,2.38
162,PMT,PennyMac Mortgage Investment Trust,12.48,23.23,24.39,-1.11,-12.36,17.84,30.42,25.93,31.33,37.59,26.4,23.4,56.75,,69.49,92.8,,,,,,-32.36,899,-5.86,35.8,"68,264",0.41,0.89
10,MSTR,MicroStrategy Incorporated,329.9,55.07,50.56,0.01,-24.66,50.56,114.09,94.28,0.67,0.15,82.44,90.19,92.07,,,93.39,,,,,,-41.51,"384,297",-31.46,-34.24,"2,704,863",11.2,11.22
306,IRTC,"iRhythm Technologies, Inc.",187.07,54.71,47.82,0.9,-2.92,43.47,59.59,50.27,36.0,30.25,45.78,52.58,60.16,,,88.54,,,,,,-12.33,414,5.34,18.97,"3,962",-15.54,-13.89
324,MKSI,"MKS Instruments, Inc.",109.02,49.99,50.92,0.44,-22.36,42.87,79.69,66.79,29.33,13.71,65.11,60.05,47.03,,,45.41,,,45.41,,,3.89,"2,374",438.32,484.73,"2,426",15.63,19.92
68,LUV,Southwest Airlines Co.,31.71,35.42,38.58,-0.04,-19.06,25.86,54.89,43.56,31.33,31.22,44.85,40.92,42.64,,1.34,42.01,,-11.01,39.67,,-15.24,-4.06,"12,624",-2.37,100.92,"357,317",1.58,1.52
64,ENVX,Enovix Corporation,9.39,74.98,78.52,0.56,-9.81,78.45,97.31,90.8,1.33,0.26,89.53,89.49,106.11,,,98.0,,,,,,-27.59,"16,808",35.19,-27.02,"392,558",1.42,153.1
55,MP,MP Materials Corp.,62.72,52.39,103.15,-3.42,-4.5,59.08,111.58,83.02,72.67,86.54,91.71,83.1,78.49,,5.13,77.4,,2.01,,,,24.66,"61,095",23.37,94.55,"501,016",-8.63,-8.52
105,LAC,Lithium Americas Corp.,2.97,61.77,55.11,0.78,-12.78,54.96,76.18,62.93,1.5,3.77,60.29,68.6,105.46,,24.46,110.65,,9.23,,,,-50.35,"3,050",24.85,5.17,"176,103",-0.04,1.42
237,EB,"Eventbrite, Inc.",2.74,70.59,54.52,-0.29,-3.85,48.12,65.27,60.04,19.33,14.14,60.31,57.84,49.97,,-13.09,48.82,,,,,,4.56,445,137.97,150.0,"18,512",0.58,0.59
226,CAMT,Camtek Ltd.,81.07,52.1,47.17,0.9,-15.89,46.98,72.39,64.52,0.67,0.05,61.28,60.17,45.06,,,50.49,,,,,,2.11,846,7.22,-26.94,"21,798",1.51,7.48
125,CNK,"Cinemark Holdings, Inc.",27.46,31.09,29.78,6.01,0.76,27.37,39.22,34.73,10.67,7.58,33.76,32.94,44.79,,21.73,41.14,,76.83,42.36,,,-15.01,"21,098",23.07,65.68,"111,479",3.44,3.79
275,RPAY,Repay Holdings Corporation,5.92,43.8,53.51,-0.48,-12.5,33.92,66.76,54.56,39.33,46.25,54.22,50.48,61.9,,,59.03,,,,,,-8.39,"3,946",-0.35,62.92,"9,396",67.64,240.81
279,ENOV,Enovis Corporation,31.4,45.76,53.5,0.7,-6.66,31.58,59.65,45.78,77.33,80.42,50.23,45.72,61.05,,11.31,56.29,,,56.29,,-0.32,-7.55,347,-13.25,-20.23,"8,770",-0.07,-0.43
269,VIAV,Viavi Solutions Inc.,11.61,29.45,31.36,0.19,-5.3,31.36,50.67,42.66,0.0,1.83,40.28,37.64,44.6,,,44.18,,,,,,-13.24,"2,334",132.7,214.13,"10,767",1.93,-6.37
27,U,Unity Software Inc.,45.5,61.85,62.57,-0.63,-7.94,61.1,87.06,77.97,7.33,1.64,76.47,73.27,79.14,,-11.47,93.02,,17.68,,,,-16.57,"172,092",-28.58,48.5,"1,032,614",13.52,12.88
