Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color
261,JAZZ,Jazz Pharmaceuticals plc,131.72,31.93,36.68,-3.3,-11.49,26.47,43.77,36.76,45.03,49.47,36.25,34.79,48.1,-35.09,-29.29,52.03,,,,,,-11.43,752,19.37,-8.07,"11,602",1.28,3.1,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
43,MRK,"Merck & Co., Inc.",84.18,25.47,29.78,-0.98,-5.87,19.12,34.66,29.78,34.44,50.06,29.93,27.38,33.86,17.21,2.42,41.8,,30.29,34.46,24.61,7.42,-4.08,"26,580",1.96,1.35,"687,462",1.26,1.98,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
165,EXPE,"Expedia Group, Inc.",212.54,31.97,34.67,-19.91,-23.13,25.76,55.96,46.84,5.96,7.33,45.8,40.91,55.86,7.78,28.98,,,,,,,-21.19,"5,695",-16.45,-27.61,"67,222",0.52,-3.41,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
96,SHEL,Shell plc,72.74,13.41,20.88,-9.45,-25.62,17.21,29.37,25.51,31.79,16.58,24.27,23.45,28.94,1.06,-2.5,,,,,,,-8.06,"12,855",2.48,-15.23,"216,964",0.39,0.81,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
282,HRTG,"Heritage Insurance Holdings, Inc.",24.1,60.02,62.52,0.56,-1.75,46.38,78.71,60.8,58.28,57.68,57.2,67.78,125.49,-0.79,63.65,92.11,,,,,,-62.96,408,27.9,81.33,"7,407",-0.63,-0.71,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171
47,CVX,Chevron Corporation,158.06,17.81,23.39,-6.47,-19.41,18.91,32.31,27.82,31.79,18.91,27.07,25.01,24.4,10.96,38.9,23.61,,21.01,24.87,18.79,27.47,-1.01,"40,291",-2.89,-13.67,"635,803",0.21,-0.68,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
234,REXR,"Rexford Industrial Realty, Inc.",40.97,29.23,27.39,-6.78,-13.22,25.34,35.51,32.32,9.27,4.97,31.17,30.73,42.01,-4.53,6.89,33.45,,,33.45,-10.99,,-14.62,703,-9.29,-67.87,"18,707",1.15,6.59,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
222,WELL,Welltower Inc.,167.43,19.34,19.07,-3.29,-16.81,19.07,25.86,23.64,0.0,0.09,22.47,21.96,31.81,8.06,-7.64,23.59,,,23.59,1.72,-2.85,-12.73,"1,786",5.74,35.61,"25,096",2.55,3.24,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
103,ZS,"Zscaler, Inc.",270.58,27.62,31.75,-15.38,-22.14,31.75,49.03,42.91,0.0,0.89,40.91,44.36,43.72,-38.46,-29.92,34.68,,-21.32,34.68,-24.62,-21.32,-11.97,"99,612",-0.57,689.63,"188,040",41.5,46.79,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
168,WB,Weibo Corporation,11.81,48.63,37.36,-3.82,-10.32,37.36,57.77,45.92,0.66,4.11,42.6,48.65,124.03,28.37,-14.46,,,,,,,-86.68,"3,733",181.1,279.76,"60,355",0.43,-0.68,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171
139,SENS,"Senseonics Holdings, Inc.",0.45,48.03,59.39,-6.47,-9.01,59.39,152.14,119.17,0.66,3.56,115.87,107.3,215.88,102.31,111.84,,,,,,,-156.49,"1,535",40.83,-26.66,"88,945",-0.1,1.88,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981
31,XOM,Exxon Mobil Corporation,111.91,16.43,22.92,-3.2,-14.57,19.03,29.65,25.81,31.13,23.79,25.2,24.04,27.81,24.16,21.62,23.81,,4.61,21.67,13.22,,-4.89,"58,323",16.14,-18.94,"911,573",1.53,1.83,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
241,HAE,Haemonetics Corporation,53.28,93.75,56.45,-2.35,-3.59,30.14,59.07,41.38,88.08,97.65,50.91,46.73,57.99,-4.97,26.69,39.22,,,39.22,,,-1.55,"1,738",31.37,10.63,"16,921",-0.52,4.5,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981
117,SPOT,Spotify Technology S.A.,697.33,50.2,44.31,-4.44,-10.45,32.91,54.95,48.74,20.53,22.81,48.88,44.98,52.48,24.11,13.1,79.33,,80.2,45.52,-0.09,3.39,-8.17,"19,144",21.16,9.58,"146,878",2.23,2.12,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
164,CENX,Century Aluminum Company,22.16,35.93,55.94,-7.26,-15.98,55.94,83.68,73.1,0.66,0.4,68.79,66.95,66.86,-12.28,42.64,81.19,,,,,,-10.92,"1,960",-10.13,-4.34,"67,371",0.4,1.09,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
77,PCT,"PureCycle Technologies, Inc.",13.26,59.08,78.16,-1.82,-6.04,70.64,101.07,84.17,26.49,21.77,79.71,90.86,86.21,8.29,9.69,80.49,,4.0,80.53,,4.04,-8.05,"18,445",12.24,-31.89,"326,123",0.55,1.74,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
308,NOTV,"Inotiv, Inc.",1.58,89.5,152.67,-0.78,-1.87,126.15,177.74,153.72,34.44,47.49,146.44,137.94,241.46,66.85,49.26,,,,,,,-88.79,368,0.0,-75.88,"3,610",2.3,-9.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171
284,XMTR,"Xometry, Inc.",46.71,118.7,80.52,-0.65,-3.29,64.7,87.22,73.02,86.09,90.24,79.17,75.68,98.73,21.29,47.72,169.94,,,,,,-18.21,"7,385",497.98,451.94,"6,696",2.83,11.77,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
206,TMDX,"TransMedics Group, Inc.",106.94,60.43,59.04,-2.25,-2.85,57.32,89.98,70.23,3.97,16.74,61.95,72.71,60.7,-1.51,-0.97,59.13,,,59.13,,-9.33,-1.66,"3,728",2.0,51.61,"32,990",-0.98,0.78,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981
237,EB,"Eventbrite, Inc.",2.72,68.99,54.71,-2.76,-4.13,48.12,65.27,59.93,21.85,15.92,60.32,57.69,56.6,2.34,24.95,56.5,,,,,,-1.89,178,-4.81,-16.43,"18,404",0.0,0.02,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981
118,NTNX,"Nutanix, Inc.",67.9,35.16,35.17,-11.97,-16.82,35.17,55.12,47.2,0.66,1.95,44.75,42.36,43.55,-4.13,-16.64,43.46,,,,,,-8.38,"5,249",-3.19,-83.35,"144,836",0.77,27.68,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
23,CCL,Carnival Corporation & plc,31.33,33.82,41.69,-13.67,-14.34,37.1,60.63,51.75,22.52,12.24,50.3,46.72,42.73,-27.5,-9.73,47.04,,,,,,-1.04,"55,351",18.63,-17.24,"1,347,955",1.11,0.64,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
95,GPRO,"GoPro, Inc.",1.48,129.62,110.82,0.54,-0.02,58.35,113.07,81.51,96.69,99.06,97.44,89.53,223.66,1.2,6.97,,,,,,,-112.85,"6,548",-0.71,-72.22,"217,268",0.41,-3.72,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
178,TVTX,"Travere Therapeutics, Inc.",19.61,43.43,61.71,2.38,-2.2,53.66,75.27,64.59,38.41,31.76,62.78,64.03,72.05,-12.2,-20.39,56.93,,,,,,-10.34,"1,300",3.5,-50.04,"47,855",0.91,4.01,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
245,NBR,Nabors Industries Ltd.,35.33,79.7,79.11,-4.52,-14.11,52.83,95.5,77.96,33.77,52.96,81.02,75.1,81.53,-3.57,7.53,77.41,,6.85,77.91,8.53,7.55,-2.42,"1,145",21.81,17.08,"15,339",0.4,2.88,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
16,SNAP,Snap Inc.,7.25,63.1,60.73,-10.97,-12.15,48.72,71.87,61.89,33.77,43.8,61.67,58.77,86.63,6.18,11.58,68.46,,-8.08,,,,-25.9,"247,615",5.14,317.57,"1,976,093",5.73,6.82,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
138,GPRE,"Green Plains, Inc.",10.8,88.34,74.81,-2.35,-3.88,57.89,89.19,77.63,33.11,34.51,81.08,76.36,74.68,-13.65,-5.86,75.43,,,,,,0.14,"5,908",48.22,-6.06,"93,559",4.08,12.28,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
147,GOSS,"Gossamer Bio, Inc.",2.58,86.53,85.48,-1.17,-5.81,70.39,102.45,88.08,29.8,36.83,91.86,82.75,119.29,-11.4,1.32,82.84,,-0.95,,,,-33.82,"1,379",-8.01,-65.04,"82,681",0.19,3.72,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
18,PDD,PDD Holdings Inc.,124.39,30.55,39.95,0.8,-8.49,39.83,56.96,50.53,0.66,0.27,45.01,49.52,45.43,5.73,4.95,39.97,,4.06,35.86,6.58,,-5.49,"113,954",13.21,-7.92,"1,815,107",2.18,-8.72,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171
156,BBIO,"BridgeBio Pharma, Inc.",51.84,48.1,41.73,-3.49,-5.95,41.73,64.25,55.45,0.0,1.98,52.01,54.45,80.28,-38.02,41.62,86.46,,56.79,,,,-38.54,"4,657",-43.1,74.09,"74,585",3.91,1.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
221,CYRX,"Cryoport, Inc.",8.5,95.91,81.99,-0.22,-2.42,63.4,122.27,103.67,19.21,15.01,103.28,94.4,68.89,-18.48,-3.33,70.72,,-6.94,,,,13.1,"3,422",8.09,5.68,"26,141",10.72,11.5,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
199,WIX,Wix.com Ltd.,144.65,52.36,50.32,-2.84,-3.13,39.99,54.89,48.83,54.97,62.58,48.29,47.09,46.18,-2.9,-0.19,47.86,,4.36,48.17,-1.85,5.03,4.14,"5,183",8.75,5.2,"35,228",-0.5,1.59,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981
365,FARO,"FARO Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
230,CAMT,Camtek Ltd.,76.73,51.28,49.27,-12.13,-13.78,49.27,72.39,64.77,0.0,0.05,61.29,60.99,45.4,-8.23,-2.69,50.06,,-6.06,50.06,,,3.86,"1,556",47.77,25.38,"20,336",0.2,0.61,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
255,NVMI,Nova Ltd.,240.8,52.77,51.56,-7.4,-3.76,51.56,64.75,58.05,0.66,4.9,56.02,56.36,48.09,-1.15,-21.63,47.04,,-50.67,,,,3.46,"4,680",103.92,441.04,"12,491",7.76,13.76,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
114,STX,Seagate Technology Holdings plc,176.32,36.54,38.61,-6.86,-10.8,30.06,54.69,45.51,31.13,24.08,45.55,41.59,60.53,48.02,-16.55,49.58,,3.29,,,,-21.93,"18,673",0.23,9.9,"152,517",3.84,4.68,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
287,PRO,"PROS Holdings, Inc.",15.26,46.27,48.2,-6.38,-13.18,47.14,56.91,52.26,5.3,8.45,49.89,51.74,57.68,9.52,13.5,52.81,,8.4,48.76,-5.43,,-9.48,"2,997",0.0,5.49,"5,858",3.77,6.86,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981
256,VTR,"Ventas, Inc.",67.45,15.06,18.54,-3.43,-14.95,18.54,28.78,24.83,0.0,0.94,23.51,22.25,21.91,11.18,15.92,21.72,,24.1,21.72,10.83,24.1,-3.37,"3,066",-7.34,18.56,"12,488",7.38,8.21,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
145,DDD,3D Systems Corporation,2.05,111.61,106.78,-0.07,-0.2,90.17,111.2,101.09,87.42,88.77,104.01,101.12,98.83,-11.47,0.8,128.91,,29.21,,,,7.95,"2,540",-5.89,-88.53,"85,393",0.74,11.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
57,SHOP,Shopify Inc.,140.22,66.35,55.39,-9.24,-11.02,49.09,72.82,64.16,21.19,12.9,63.18,59.62,56.29,-62.87,-19.81,49.52,,-13.63,48.57,-41.85,,-0.9,"33,892",18.37,-5.77,"497,979",1.26,0.07,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
104,MTCH,"Match Group, Inc.",37.59,38.49,35.02,-4.6,-8.4,35.02,47.68,40.73,0.66,5.38,37.52,39.69,42.45,5.53,-16.55,37.55,,0.52,37.04,-1.53,-0.83,-7.43,"19,367",165.7,667.01,"187,890",0.68,10.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
