Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
203,NOG,"Northern Oil and Gas, Inc.",25.79,38.34,46.03,0.5,-1.73,24.98,67.76,41.17,72.82,63.35,56.24,51.56,354.18,-5.56,487.02,392.76,-14.22,632.07,,,,-308.15,"3,311",-1.9,20.66,"38,928",0.89,3.35,168,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
214,ATI,ATI Inc.,79.47,28.27,47.01,0.5,-4.85,32.34,63.03,42.77,72.57,68.42,52.34,47.86,59.65,2.67,13.81,,,,,,,-12.64,"3,585",4.34,-1.38,"32,424",1.2,1.43,150,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
274,EVH,Evotec SE,8.64,57.17,72.01,0.5,-0.11,34.92,121.84,70.33,72.57,52.37,64.96,87.66,224.09,15.98,104.07,87.36,-4.5,-18.09,,,,-152.09,"2,905",0.03,32.89,"11,520",-0.57,4.92,46,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
249,NBR,Nabors Industries Ltd.,41.65,70.38,72.89,0.5,-2.62,44.14,95.5,64.67,72.57,69.82,81.07,75.02,88.57,2.77,-5.33,100.63,3.24,-5.16,74.46,-0.26,-18.11,-15.68,988,-9.61,-14.75,"16,256",0.0,-0.88,95,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
133,PR,Permian Resources Corporation,13.39,36.51,35.98,0.5,-0.8,25.09,58.71,37.25,72.32,45.69,48.47,44.55,318.42,3.25,563.21,,,,,,,-282.43,"5,432",-19.08,281.19,"108,670",0.83,7.33,93,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
37,RIG,Transocean Ltd.,3.47,47.85,56.14,0.5,-1.81,39.8,79.95,55.0,72.32,53.6,66.95,62.01,60.46,-13.46,-12.05,62.54,-16.59,0.01,59.67,4.0,4.73,-4.32,"29,741",-4.91,51.58,"842,460",0.34,0.63,142,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
344,INN,"Summit Hotel Properties, Inc.",5.85,39.35,41.68,0.5,0.28,26.34,60.2,36.56,72.07,66.96,48.75,44.65,313.16,-8.7,348.72,,,,,,,-271.48,285,0.71,1.79,"1,236",0.0,0.41,9,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
153,NRG,"NRG Energy, Inc.",164.22,53.41,53.37,0.5,-1.43,21.36,70.82,43.83,71.82,74.42,59.19,53.9,171.18,-1.2,207.39,161.11,-3.6,210.81,13.79,38.89,-68.52,-117.81,"4,979",0.26,-56.05,"84,868",0.6,6.06,355,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
8,AAL,"American Airlines Group, Inc.",12.41,49.31,48.9,0.5,-0.16,36.46,68.46,48.31,71.82,52.36,57.97,55.01,67.39,8.98,2.58,61.97,-0.94,4.47,48.22,0.9,2.88,-18.5,"217,677",83.38,208.95,"3,264,588",1.35,2.76,322,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
284,VSH,"Vishay Intertechnology, Inc.",15.2,60.44,52.98,0.5,-0.66,25.75,78.38,43.52,71.82,69.86,63.45,57.05,165.29,-3.49,205.7,176.21,-1.68,227.86,,,,-112.31,440,7.58,16.4,"8,701",0.0,0.9,31,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
263,JAZZ,Jazz Pharmaceuticals plc,126.54,34.11,34.4,0.5,-0.47,24.78,43.77,31.82,71.57,67.3,36.3,34.43,74.82,17.32,14.68,56.62,1.15,-2.99,53.1,-1.57,-41.81,-40.42,837,-14.15,6.9,"13,152",1.72,10.89,115,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
90,MCHP,Microchip Technology Incorporated,64.45,37.39,46.53,0.5,0.06,29.67,79.08,47.71,71.07,47.28,62.78,57.17,212.62,-2.01,343.44,207.13,-1.15,349.33,,,,-166.08,"23,556",3.67,-0.08,"272,122",1.36,0.26,390,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
88,MDB,"MongoDB, Inc.",327.37,105.93,67.52,0.5,-1.05,43.29,81.13,61.2,70.82,72.92,73.41,69.45,85.77,34.21,55.81,65.7,7.84,15.06,56.49,-2.91,37.19,-18.25,"32,554",31.55,-23.79,"295,588",1.55,1.27,893,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
289,HCAT,"Health Catalyst, Inc.",2.88,105.92,72.2,0.5,-0.94,52.0,81.74,65.26,70.57,78.5,67.83,64.52,180.13,35.81,56.57,,,,,,,-107.93,197,-68.88,-74.78,"7,922",0.01,1.54,11,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
350,PEB,Peabody Energy Corporation,11.56,37.15,39.42,0.5,0.98,27.8,59.19,39.6,70.07,49.34,48.81,45.69,204.15,27.95,187.68,100.58,-4.83,107.88,,,,-164.73,81,-30.17,39.66,938,0.0,42.34,13,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF
246,EZPW,"EZCORP, Inc.",17.16,21.25,30.88,0.5,0.29,22.46,34.13,28.67,69.83,79.42,30.66,28.77,101.74,16.49,40.73,49.81,8.66,-3.66,33.59,-4.56,3.27,-70.86,"1,795",-24.52,-26.88,"17,169",0.82,22.86,26,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
136,GPRE,"Green Plains, Inc.",10.32,88.59,73.52,0.5,-0.66,37.7,89.19,62.2,69.33,77.72,80.22,74.9,82.2,4.64,-1.79,75.15,3.2,-3.57,72.32,-5.03,5.61,-8.68,"4,505",11.02,-38.22,"104,109",0.2,4.97,78,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
167,GES,"Guess?, Inc.",16.71,71.3,58.63,0.5,-1.85,32.38,89.79,52.93,68.58,60.85,75.8,67.21,390.51,6.1,338.94,,,,,,,-331.87,"5,895",-22.39,-29.42,"69,309",-0.0,-0.16,64,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF
299,IDCC,"InterDigital, Inc.",323.54,36.41,33.37,0.5,4.73,20.99,42.04,31.44,68.58,62.58,39.06,36.69,161.07,10.56,241.75,122.56,-2.23,170.89,15.82,0.56,-56.65,-127.7,"1,315",-2.16,27.92,"5,823",3.78,14.74,167,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
349,CNMD,CONMED Corporation,52.74,40.48,44.18,0.5,0.55,34.37,51.3,41.81,67.83,68.76,44.35,42.03,195.9,7.19,231.71,123.41,-11.57,162.27,,,,-151.71,171,-0.58,-1.16,974,0.21,-1.52,33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
126,GPN,Global Payments Inc.,84.29,38.2,33.24,0.5,-27.59,22.57,55.55,34.69,67.33,44.38,44.48,41.31,146.73,5.96,251.82,,,,145.02,1472.62,297.2,-113.48,"3,408",-1.56,-0.58,"122,243",0.08,0.35,166,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
261,CYBR,CyberArk Software Ltd.,475.94,22.5,34.5,0.5,-3.07,23.47,46.63,33.45,67.33,56.36,40.42,37.89,40.1,-8.37,14.53,41.21,-3.38,2.39,30.23,30.15,0.09,-5.6,"1,736",-4.41,-23.73,"13,272",0.51,4.08,277,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
116,SPOT,Spotify Technology S.A.,704.06,27.27,42.59,0.5,-1.81,26.45,54.95,40.52,66.58,60.1,48.43,44.77,45.75,-19.04,-4.15,47.79,-17.99,-7.19,46.17,0.36,-0.38,-3.16,"17,933",25.25,-1.34,"157,067",0.54,5.57,"1,120",#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
238,HUBS,"HubSpot, Inc.",502.55,43.93,42.34,0.5,-2.08,30.29,53.04,40.34,66.58,61.41,45.92,43.08,54.38,-4.8,3.2,54.14,-0.81,-5.55,43.81,-3.09,0.23,-12.04,"4,024",-22.26,4.87,"20,592",2.32,3.66,360,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
230,TWO,Two Harbors Investment Corp.,9.98,26.94,28.46,0.5,-2.42,17.59,39.39,26.01,66.33,66.13,29.71,27.67,721.89,27.07,933.47,699.0,-12.65,1277.91,,,,-693.43,"1,483",6.31,22.66,"21,953",-0.46,0.15,47,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
198,FRPT,"FarPointe Data, Inc.",54.03,51.82,48.17,0.5,0.41,29.01,65.14,43.34,66.33,66.04,57.28,51.62,96.18,14.0,39.35,79.69,0.83,13.2,70.68,15.23,12.48,-48.01,"6,785",11.12,87.43,"40,747",3.19,5.98,198,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
342,ECPG,"Encore Capital Group, Inc.",44.56,33.31,47.47,0.5,-0.95,24.41,73.07,44.52,66.08,58.28,57.5,50.7,116.64,17.48,-12.55,73.18,-9.27,8.83,43.76,18.96,21.61,-69.17,256,-3.4,14.29,"1,328",2.39,9.66,30,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
42,SLB,Schlumberger Limited,35.24,26.41,30.24,0.5,0.02,21.01,46.01,31.53,65.84,43.5,38.8,36.45,191.09,-1.3,362.29,,,,,,,-160.84,"41,138",104.99,74.2,"777,705",0.84,2.91,260,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
273,JAMF,Jamf Holding Corp.,11.32,47.09,43.43,0.5,6.42,31.34,47.98,40.78,65.59,73.02,42.81,40.88,97.84,18.3,0.9,51.42,-6.93,-14.51,49.87,-6.19,-14.53,-54.41,"2,342",-9.58,588.82,"11,711",2.09,130.03,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
76,ON,ON Semiconductor Corporation,49.56,34.49,55.78,0.5,0.55,39.87,73.75,53.26,65.59,59.28,62.67,56.7,76.23,11.06,26.85,,,,,,,-20.45,"13,420",19.01,40.86,"354,020",0.34,3.14,336,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
125,GOSS,"Gossamer Bio, Inc.",3.2,105.88,90.76,0.5,2.36,57.6,102.45,85.19,65.34,70.97,91.28,85.7,146.13,-0.52,9.39,,,,89.16,2.01,4.11,-55.37,"10,773",-31.63,24.93,"123,796",9.77,40.95,33,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
155,CSIQ,Canadian Solar Inc.,12.21,95.74,84.34,0.5,0.91,49.04,92.35,74.24,65.34,77.83,80.87,83.58,83.19,2.07,2.6,,,,,,,1.14,"7,959",5.54,23.84,"82,687",1.22,2.29,134,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
304,PI,"Impinj, Inc.",193.76,48.68,63.3,0.5,1.1,45.57,85.17,62.93,64.59,51.22,74.71,68.47,84.75,-21.41,11.97,75.52,-8.65,-12.91,58.79,-12.98,97.63,-21.45,"1,065",-2.83,-2.65,"5,079",0.18,4.98,147,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
20,BABA,Alibaba Group Holding Limited,162.21,54.04,43.03,0.5,2.72,31.42,56.82,41.79,63.34,56.33,50.69,49.19,132.68,4.31,155.54,120.91,3.96,154.15,15.51,9.86,-64.75,-89.65,"388,751",1.94,61.83,"1,859,355",3.41,11.23,813,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
311,GBX,"Greenbrier Companies, Inc. (The)",46.27,26.84,40.8,0.5,0.15,27.69,51.47,38.2,62.09,65.68,42.83,41.72,218.03,10.57,295.03,215.2,-3.98,398.19,,,,-177.23,604,9.03,10.83,"3,879",0.13,2.35,70,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
141,TTWO,"Take-Two Interactive Software, Inc.",247.73,26.47,26.77,0.5,-2.96,19.67,38.71,27.38,61.6,45.31,32.09,29.63,48.12,7.59,20.51,36.51,-1.11,2.52,32.6,-1.42,5.61,-21.35,"6,827",12.01,16.6,"97,198",0.29,0.69,338,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
77,SE,Sea Limited,189.07,58.9,45.99,0.5,0.05,33.57,64.47,44.99,61.1,54.4,50.45,46.85,67.9,44.47,14.86,63.92,24.44,15.5,46.52,-3.9,4.69,-21.91,"17,590",49.51,0.39,"352,092",0.09,2.93,483,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
237,IMCR,Immunocore Holdings plc,33.81,36.63,44.22,0.5,1.27,35.91,51.36,43.34,61.1,58.79,44.74,42.69,66.87,-0.67,-23.34,67.92,1.27,-13.29,47.5,6.8,114.22,-22.65,744,0.0,11.71,"20,603",0.06,0.32,32,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
334,TYL,"Tyler Technologies, Inc.",534.67,22.59,24.96,0.5,-0.2,18.28,31.22,24.89,60.6,50.81,27.49,25.59,47.3,18.28,7.27,27.66,-0.43,-6.94,26.83,-8.2,13.29,-22.33,467,4.01,13.63,"1,858",-1.01,0.16,90,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
